#Idx,EeV,g,rIn,v,J,ECB,Group
7936,2.998527e-01,6.810000e+02,1.682988e+00,38,113,1.466906e-01,42
7937,2.999864e-01,1.398000e+03,1.689124e+00,37,116,1.787133e-01,42
7938,3.017353e-01,8.610000e+02,1.757928e+00,28,143,5.318661e-01,42
7939,3.039211e-01,2.430000e+03,2.069873e+00,6,202,1.788382e+00,42
7940,3.039941e-01,9.810000e+02,1.828826e+00,21,163,8.757187e-01,42
7941,3.046169e-01,1.125000e+03,1.951051e+00,12,187,1.396437e+00,42
7942,3.051277e-01,1.758000e+03,1.767207e+00,27,146,5.756337e-01,42
7943,3.065866e-01,2.574000e+03,2.243792e+00,1,214,2.138768e+00,42
7944,3.068141e-01,1.230000e+03,1.662533e+00,42,102,3.334034e-02,42
7945,3.096885e-01,8.970000e+02,1.776846e+00,26,149,6.198704e-01,42
7946,3.101494e-01,2.094000e+03,1.877968e+00,17,174,1.093349e+00,42
7947,3.129956e-01,1.206000e+03,1.659064e+00,43,100,9.699035e-03,42
7948,3.133668e-01,6.330000e+02,1.667593e+00,41,105,5.404654e-02,42
7949,3.149723e-01,2.190000e+03,1.920181e+00,14,182,1.267247e+00,42
7950,3.154616e-01,1.245000e+03,2.124710e+00,4,207,1.919435e+00,42
7951,3.155402e-01,1.830000e+03,1.786860e+00,25,152,6.644801e-01,42
7952,3.165028e-01,1.998000e+03,1.840919e+00,20,166,9.217934e-01,42
7953,3.182339e-01,1.302000e+03,1.672927e+00,40,108,7.774238e-02,42
7954,3.217769e-01,6.690000e+02,1.678538e+00,39,111,1.040900e-01,42
7955,3.227990e-01,9.330000e+02,1.797261e+00,24,155,7.093729e-01,42
7956,3.240432e-01,6.210000e+02,1.663869e+00,42,103,2.505420e-02,42
7957,3.242922e-01,1.374000e+03,1.684428e+00,38,114,1.328168e-01,42
7958,3.260408e-01,7.050000e+02,1.690601e+00,37,117,1.636856e-01,42
7959,3.272604e-01,1.446000e+03,1.697062e+00,36,120,1.964825e-01,42
7960,3.273365e-01,6.090000e+02,1.660415e+00,43,101,4.017353e-03,42
7961,3.281706e-01,7.410000e+02,1.703815e+00,35,123,2.310118e-01,42
7962,3.289766e-01,1.518000e+03,1.710866e+00,34,126,2.670923e-01,42
7963,3.294397e-01,1.065000e+03,1.892197e+00,16,177,1.139463e+00,42
7964,3.298707e-01,7.770000e+02,1.718220e+00,33,129,3.045559e-01,42
7965,3.309315e-01,1.017000e+03,1.853507e+00,19,169,9.677685e-01,42
7966,3.310336e-01,1.590000e+03,1.725883e+00,32,132,3.432463e-01,42
7967,3.313955e-01,1.173000e+03,2.005740e+00,9,195,1.571672e+00,42
7968,3.315758e-01,1.902000e+03,1.808066e+00,23,158,7.544649e-01,42
7969,3.325251e-01,1.278000e+03,1.668957e+00,41,106,4.426315e-02,42
7970,3.326356e-01,8.130000e+02,1.733862e+00,31,135,3.830174e-01,42
7971,3.331385e-01,2.286000e+03,1.969097e+00,11,190,1.441931e+00,42
7972,3.335894e-01,2.550000e+03,2.196562e+00,2,212,2.050316e+00,42
7973,3.348376e-01,1.662000e+03,1.742164e+00,30,138,4.237333e-01,42
7974,3.351526e-01,2.406000e+03,2.047729e+00,7,200,1.701864e+00,42
7975,3.377915e-01,8.490000e+02,1.750796e+00,29,141,4.652671e-01,42
7976,3.391854e-01,6.570000e+02,1.674323e+00,40,109,6.660571e-02,42
7977,3.398603e-01,1.113000e+03,1.936488e+00,13,185,1.312988e+00,42
7978,3.408391e-01,1.254000e+03,1.665236e+00,42,104,1.734429e-02,42
7979,3.416408e-01,1.734000e+03,1.759769e+00,28,144,5.075002e-01,42
7980,3.419764e-01,9.690000e+02,1.819296e+00,22,161,7.996777e-01,42
7981,3.444485e-01,1.350000e+03,1.679967e+00,39,112,9.168103e-02,42
7982,3.448826e-01,1.233000e+03,2.097351e+00,5,205,1.832218e+00,42
7983,3.465218e-01,8.850000e+02,1.769091e+00,27,147,5.503221e-01,42
7984,3.473688e-01,2.070000e+03,1.866623e+00,18,172,1.013585e+00,42
7985,3.486364e-01,6.930000e+02,1.685892e+00,38,115,1.191911e-01,42
7986,3.509890e-01,2.166000e+03,1.907079e+00,15,180,1.185250e+00,42
7987,3.514063e-01,6.450000e+02,1.670349e+00,41,107,3.490263e-02,42
7988,3.520236e-01,1.422000e+03,1.692102e+00,37,118,1.488850e-01,42
7989,3.525636e-01,1.806000e+03,1.778776e+00,26,150,5.936296e-01,42
7990,3.541021e-01,1.974000e+03,1.830970e+00,21,164,8.449380e-01,42
7991,3.548555e-01,7.290000e+02,1.698600e+00,36,121,1.805412e-01,42
7992,3.570359e-01,6.330000e+02,1.666638e+00,42,105,1.037744e-02,42
7993,3.573572e-01,1.494000e+03,1.705392e+00,35,124,2.139588e-01,42
7994,3.586446e-01,1.305000e+03,2.319097e+00,0,217,2.180907e+00,42
7995,3.597370e-01,7.650000e+02,1.712482e+00,34,127,2.489531e-01,42
7996,3.598887e-01,9.210000e+02,1.788834e+00,25,153,6.373263e-01,42
7997,3.599346e-01,1.326000e+03,1.675745e+00,40,110,5.581975e-02,42
7998,3.610090e-01,2.526000e+03,2.159317e+00,3,210,1.962509e+00,42
7999,3.621898e-01,1.566000e+03,1.719875e+00,33,130,2.853538e-01,42
8000,3.642772e-01,1.161000e+03,1.988212e+00,10,193,1.486887e+00,42
8001,3.648982e-01,8.010000e+02,1.727579e+00,32,133,3.230026e-01,42
8002,3.659001e-01,1.053000e+03,1.880303e+00,17,175,1.059187e+00,42
8003,3.665643e-01,2.382000e+03,2.027390e+00,8,198,1.616147e+00,42
8004,3.669658e-01,6.810000e+02,1.681422e+00,39,113,7.957752e-02,42
8005,3.672297e-01,2.262000e+03,1.953653e+00,12,188,1.358267e+00,42
8006,3.680338e-01,1.638000e+03,1.735599e+00,31,136,3.617524e-01,42
8007,3.680495e-01,1.005000e+03,1.843114e+00,20,167,8.901777e-01,42
8008,3.686140e-01,1.878000e+03,1.799282e+00,24,156,6.813220e-01,42
8009,3.699302e-01,1.302000e+03,1.671771e+00,41,108,2.604606e-02,42
8010,3.717584e-01,8.370000e+02,1.743942e+00,30,139,4.014661e-01,42
8011,3.725621e-01,1.278000e+03,1.668076e+00,42,106,4.226118e-03,42
8012,3.728611e-01,1.398000e+03,1.687381e+00,38,116,1.058386e-01,42
8013,3.745904e-01,1.221000e+03,2.072893e+00,6,203,1.745728e+00,42
8014,3.748730e-01,1.101000e+03,1.922674e+00,14,183,1.230667e+00,42
8015,3.762247e-01,1.710000e+03,1.752617e+00,29,142,4.420162e-01,42
8016,3.779137e-01,7.170000e+02,1.693627e+00,37,119,1.343334e-01,42
8017,3.788505e-01,9.570000e+02,1.810135e+00,23,159,7.255328e-01,42
8018,3.804337e-01,6.690000e+02,1.677194e+00,40,111,4.543322e-02,42
8019,3.815773e-01,8.730000e+02,1.761633e+00,28,145,4.832834e-01,42
8020,3.823798e-01,1.470000e+03,1.700162e+00,36,122,1.648298e-01,42
8021,3.839028e-01,1.293000e+03,2.247391e+00,1,215,2.092579e+00,42
8022,3.839112e-01,2.046000e+03,1.855755e+00,19,170,9.353330e-01,42
8023,3.864909e-01,7.530000e+02,1.706992e+00,35,125,1.971202e-01,42
8024,3.866070e-01,2.142000e+03,1.894591e+00,16,178,1.104525e+00,42
8025,3.879525e-01,1.782000e+03,1.770999e+00,27,148,5.251570e-01,42
8026,3.879702e-01,6.570000e+02,1.673225e+00,41,109,1.782093e-02,42
8027,3.888065e-01,2.502000e+03,2.127918e+00,4,208,1.875372e+00,42
8028,3.892936e-01,1.374000e+03,1.682903e+00,39,114,6.781537e-02,42
8029,3.904600e-01,1.542000e+03,1.714121e+00,34,128,2.310158e-01,42
8030,3.907042e-01,1.950000e+03,1.821413e+00,22,162,7.698802e-01,42
8031,3.944847e-01,7.890000e+02,1.721554e+00,33,131,2.663431e-01,42
8032,3.954802e-01,9.090000e+02,1.780728e+00,26,151,5.675331e-01,42
8033,3.969382e-01,7.050000e+02,1.688896e+00,38,117,9.278823e-02,42
8034,3.971477e-01,1.149000e+03,1.971772e+00,11,191,1.403054e+00,42
8035,3.980949e-01,2.358000e+03,2.008544e+00,9,196,1.531281e+00,42
8036,3.987499e-01,1.614000e+03,1.729298e+00,32,134,3.029416e-01,42
8037,4.006193e-01,1.350000e+03,1.678673e+00,40,112,3.551028e-02,42
8038,4.011643e-01,2.238000e+03,1.939048e+00,13,186,1.275674e+00,42
8039,4.017762e-01,1.041000e+03,1.868926e+00,18,173,9.803450e-01,42
8040,4.034290e-01,8.250000e+02,1.737359e+00,31,137,3.406628e-01,42
8041,4.036877e-01,1.446000e+03,1.695177e+00,37,120,1.200552e-01,42
8042,4.042766e-01,9.930000e+02,1.833138e+00,21,165,8.142910e-01,42
8043,4.042833e-01,1.854000e+03,1.790832e+00,25,154,6.103152e-01,42
8044,4.045325e-01,1.209000e+03,2.050681e+00,7,201,1.660004e+00,42
8045,4.053466e-01,1.326000e+03,1.674717e+00,41,110,1.040770e-02,42
8046,4.086850e-01,1.686000e+03,1.745744e+00,30,140,3.793684e-01,42
8047,4.095682e-01,1.089000e+03,1.909535e+00,15,181,1.149551e+00,42
8048,4.096129e-01,1.281000e+03,2.200016e+00,2,213,2.004884e+00,42
8049,4.098129e-01,7.410000e+02,1.701749e+00,36,123,1.493695e-01,42
8050,4.113896e-01,6.930000e+02,1.684412e+00,39,115,5.643793e-02,42
8051,4.144789e-01,9.450000e+02,1.801326e+00,24,157,6.534131e-01,42
8052,4.146717e-01,8.610000e+02,1.754461e+00,29,143,4.189297e-01,42
8053,4.155539e-01,1.518000e+03,1.708617e+00,35,126,1.805151e-01,42
8054,4.169381e-01,2.478000e+03,2.100477e+00,5,206,1.788933e+00,42
8055,4.196645e-01,2.022000e+03,1.845333e+00,20,168,8.586968e-01,42
8056,4.203994e-01,6.810000e+02,1.680184e+00,40,113,2.614394e-02,42
8057,4.208350e-01,1.422000e+03,1.690438e+00,38,118,8.007361e-02,42
8058,4.211291e-01,7.770000e+02,1.715784e+00,34,129,2.132975e-01,42
8059,4.215342e-01,1.758000e+03,1.763520e+00,28,146,4.592272e-01,42
8060,4.217296e-01,2.118000e+03,1.882664e+00,17,176,1.025159e+00,42
8061,4.220150e-01,6.690000e+02,1.676248e+00,41,111,3.851907e-03,42
8062,4.261784e-01,1.926000e+03,1.812228e+00,23,160,6.967424e-01,42
8063,4.267403e-01,1.590000e+03,1.723257e+00,33,132,2.475396e-01,42
8064,4.293188e-01,7.290000e+02,1.696754e+00,37,121,1.060780e-01,42
8065,4.294098e-01,8.970000e+02,1.772930e+00,27,149,5.001491e-01,42
