description,reactStr,reacIndex,A,beta,Ta
MicroReversibleArrhenius,O2(14)+O=O2(6)+O,6,1.685366e-22,9.850052e-01,1.226904e+01
MicroReversibleArrhenius,O2(14)+O=O2(7)+O,6,3.889758e-22,9.386591e-01,3.201854e+02
MicroReversibleArrhenius,O2(14)+O=O2(8)+O,6,8.935020e-22,8.913849e-01,5.444413e+02
MicroReversibleArrhenius,O2(14)+O=O2(9)+O,6,2.679311e-21,8.192588e-01,9.248199e+02
MicroReversibleArrhenius,O2(14)+O=O2(10)+O,6,8.013806e-21,7.572097e-01,1.245871e+03
MicroReversibleArrhenius,O2(14)+O=O2(11)+O,6,3.521840e-20,6.649997e-01,1.505707e+03
MicroReversibleArrhenius,O2(14)+O=O2(12)+O,6,1.939317e-19,5.604876e-01,1.385285e+03
MicroReversibleArrhenius,O2(14)+O=O2(13)+O,6,3.016796e-18,4.214005e-01,-6.796567e+02
MicroReversibleArrhenius,O2(15)+O=O2(1)+O,6,9.295038e-25,1.144604e+00,-8.693838e+02
MicroReversibleArrhenius,O2(15)+O=O2(2)+O,6,5.620890e-25,1.307209e+00,-1.865251e+03
MicroReversibleArrhenius,O2(15)+O=O2(3)+O,6,4.002200e-24,1.174091e+00,-1.200763e+03
MicroReversibleArrhenius,O2(15)+O=O2(4)+O,6,4.080703e-24,1.230207e+00,-1.121533e+03
MicroReversibleArrhenius,O2(15)+O=O2(5)+O,6,6.077574e-24,1.236299e+00,-9.643034e+02
MicroReversibleArrhenius,O2(15)+O=O2(6)+O,6,1.260450e-23,1.204395e+00,-5.603547e+02
MicroReversibleArrhenius,O2(15)+O=O2(7)+O,6,6.515967e-23,1.077037e+00,1.891347e+02
MicroReversibleArrhenius,O2(15)+O=O2(8)+O,6,1.636883e-22,1.019336e+00,4.527004e+02
MicroReversibleArrhenius,O2(15)+O=O2(9)+O,6,4.020452e-22,9.648114e-01,7.433357e+02
MicroReversibleArrhenius,O2(15)+O=O2(10)+O,6,1.298262e-21,8.901814e-01,1.161351e+03
MicroReversibleArrhenius,O2(15)+O=O2(11)+O,6,6.471568e-21,7.778609e-01,1.708718e+03
MicroReversibleArrhenius,O2(15)+O=O2(12)+O,6,2.527226e-20,6.901657e-01,1.824001e+03
MicroReversibleArrhenius,O2(15)+O=O2(13)+O,6,1.383330e-19,5.826276e-01,1.723462e+03
MicroReversibleArrhenius,O2(15)+O=O2(14)+O,6,2.489709e-18,4.392963e-01,-7.142949e+02
MicroReversibleArrhenius,O2(16)+O=O2(1)+O,6,3.438052e-26,1.337896e+00,-3.394751e+03
MicroReversibleArrhenius,O2(16)+O=O2(2)+O,6,4.527297e-24,9.910349e-01,-1.043093e+03
MicroReversibleArrhenius,O2(16)+O=O2(3)+O,6,7.824082e-25,1.260740e+00,-1.316387e+03
MicroReversibleArrhenius,O2(16)+O=O2(4)+O,6,4.763952e-25,1.376830e+00,-1.614201e+03
MicroReversibleArrhenius,O2(16)+O=O2(5)+O,6,8.545082e-25,1.372466e+00,-1.337116e+03
MicroReversibleArrhenius,O2(16)+O=O2(6)+O,6,3.898571e-24,1.266554e+00,-4.311410e+02
MicroReversibleArrhenius,O2(16)+O=O2(7)+O,6,8.517771e-24,1.231413e+00,-6.244088e+01
MicroReversibleArrhenius,O2(16)+O=O2(8)+O,6,2.477011e-23,1.162110e+00,1.797679e+02
MicroReversibleArrhenius,O2(16)+O=O2(9)+O,6,1.139327e-22,1.046178e+00,8.567397e+02
MicroReversibleArrhenius,O2(16)+O=O2(10)+O,6,2.131605e-22,1.025043e+00,9.839780e+02
MicroReversibleArrhenius,O2(16)+O=O2(11)+O,6,7.274083e-22,9.452636e-01,1.324550e+03
MicroReversibleArrhenius,O2(16)+O=O2(12)+O,6,3.792006e-21,8.146035e-01,1.686225e+03
MicroReversibleArrhenius,O2(16)+O=O2(13)+O,6,1.907275e-20,6.952729e-01,2.395379e+03
MicroReversibleArrhenius,O2(16)+O=O2(14)+O,6,1.156142e-19,5.934782e-01,2.254986e+03
MicroReversibleArrhenius,O2(16)+O=O2(15)+O,6,2.039087e-18,4.583138e-01,-6.269052e+02
MicroReversibleArrhenius,O2(17)+O=O2(1)+O,6,4.677265e-20,-3.379101e-01,3.294985e+03
MicroReversibleArrhenius,O2(17)+O=O2(2)+O,6,6.289633e-26,1.295609e+00,-2.837603e+03
MicroReversibleArrhenius,O2(17)+O=O2(3)+O,6,1.668634e-26,1.552714e+00,-1.960249e+03
MicroReversibleArrhenius,O2(17)+O=O2(4)+O,6,3.776597e-27,1.791673e+00,-2.947720e+03
MicroReversibleArrhenius,O2(17)+O=O2(5)+O,6,5.793929e-25,1.351991e+00,3.153783e+01
MicroReversibleArrhenius,O2(17)+O=O2(6)+O,6,2.264200e-25,1.504218e+00,-7.293379e+02
MicroReversibleArrhenius,O2(17)+O=O2(7)+O,6,1.120002e-24,1.394036e+00,1.030520e+02
MicroReversibleArrhenius,O2(17)+O=O2(8)+O,6,1.279099e-24,1.425044e+00,-1.579921e+02
MicroReversibleArrhenius,O2(17)+O=O2(9)+O,6,8.778525e-24,1.268372e+00,6.944042e+02
MicroReversibleArrhenius,O2(17)+O=O2(10)+O,6,5.639482e-23,1.117254e+00,1.147445e+03
MicroReversibleArrhenius,O2(17)+O=O2(11)+O,6,2.687437e-22,9.951687e-01,1.571029e+03
MicroReversibleArrhenius,O2(17)+O=O2(12)+O,6,1.028618e-21,8.877514e-01,1.606300e+03
MicroReversibleArrhenius,O2(17)+O=O2(13)+O,6,1.206864e-21,8.977151e-01,2.082921e+03
MicroReversibleArrhenius,O2(17)+O=O2(14)+O,6,1.295577e-20,7.207449e-01,3.299733e+03
MicroReversibleArrhenius,O2(17)+O=O2(15)+O,6,7.526180e-20,6.328578e-01,2.460534e+03
MicroReversibleArrhenius,O2(17)+O=O2(16)+O,6,1.302068e-18,4.975623e-01,-8.281635e+02
MicroReversibleArrhenius,O2(18)+O=O2(1)+O,6,0.000000e+00,0.000000e+00,0.000000e+00
MicroReversibleArrhenius,O2(18)+O=O2(2)+O,6,8.919680e-41,4.202543e+00,-2.750081e+04
MicroReversibleArrhenius,O2(18)+O=O2(3)+O,6,7.935520e-39,4.257516e+00,-1.510986e+04
MicroReversibleArrhenius,O2(18)+O=O2(4)+O,6,1.100648e-26,1.598946e+00,4.520994e+02
MicroReversibleArrhenius,O2(18)+O=O2(5)+O,6,8.848641e-30,2.419561e+00,-4.405152e+03
MicroReversibleArrhenius,O2(18)+O=O2(6)+O,6,1.635813e-24,1.274908e+00,3.225826e+03
MicroReversibleArrhenius,O2(18)+O=O2(7)+O,6,1.321297e-25,1.573326e+00,-2.217177e+02
MicroReversibleArrhenius,O2(18)+O=O2(8)+O,6,6.514667e-25,1.463957e+00,1.145396e+03
MicroReversibleArrhenius,O2(18)+O=O2(9)+O,6,2.983651e-24,1.345541e+00,9.487736e+02
MicroReversibleArrhenius,O2(18)+O=O2(10)+O,6,1.872242e-23,1.203030e+00,1.823748e+03
MicroReversibleArrhenius,O2(18)+O=O2(11)+O,6,3.972621e-23,1.154131e+00,1.249185e+03
MicroReversibleArrhenius,O2(18)+O=O2(12)+O,6,5.976889e-22,8.921153e-01,1.836753e+03
MicroReversibleArrhenius,O2(18)+O=O2(13)+O,6,5.304191e-22,9.032858e-01,2.113449e+03
MicroReversibleArrhenius,O2(18)+O=O2(14)+O,6,9.129196e-22,8.931055e-01,3.854527e+03
MicroReversibleArrhenius,O2(18)+O=O2(15)+O,6,7.345638e-21,7.598392e-01,4.031933e+03
MicroReversibleArrhenius,O2(18)+O=O2(16)+O,6,3.842747e-20,6.793354e-01,2.844600e+03
MicroReversibleArrhenius,O2(18)+O=O2(17)+O,6,7.714081e-19,5.504689e-01,-8.194801e+02
