# Te [K]  Q(l,s) = PI*sigma^2*Omega*(l,s) [A^2]
# (1,1)  (1,2)  (1,3)  (1,4)  (1,5)
7.53000000e+04 1.06153338e+01 8.13644882e+00 6.15492884e+00 4.75455768e+00 3.78347057e+00 
7.54000000e+04 1.06054630e+01 8.12593306e+00 6.14564158e+00 4.74683047e+00 3.77709992e+00 
7.55000000e+04 1.05956028e+01 8.11543776e+00 6.13637695e+00 4.73912428e+00 3.77074759e+00 
7.56000000e+04 1.05857531e+01 8.10496286e+00 6.12713489e+00 4.73143903e+00 3.76441351e+00 
7.57000000e+04 1.05759140e+01 8.09450834e+00 6.11791534e+00 4.72377464e+00 3.75809760e+00 
7.58000000e+04 1.05660854e+01 8.08407415e+00 6.10871822e+00 4.71613105e+00 3.75179979e+00 
7.59000000e+04 1.05562674e+01 8.07366025e+00 6.09954345e+00 4.70850816e+00 3.74552002e+00 
7.60000000e+04 1.05464601e+01 8.06326658e+00 6.09039098e+00 4.70090591e+00 3.73925820e+00 
7.61000000e+04 1.05366633e+01 8.05289312e+00 6.08126073e+00 4.69332423e+00 3.73301428e+00 
7.62000000e+04 1.05268771e+01 8.04253982e+00 6.07215264e+00 4.68576302e+00 3.72678817e+00 
7.63000000e+04 1.05171016e+01 8.03220663e+00 6.06306662e+00 4.67822223e+00 3.72057981e+00 
7.64000000e+04 1.05073367e+01 8.02189351e+00 6.05400262e+00 4.67070178e+00 3.71438912e+00 
7.65000000e+04 1.04975824e+01 8.01160043e+00 6.04496057e+00 4.66320159e+00 3.70821605e+00 
7.66000000e+04 1.04878388e+01 8.00132733e+00 6.03594039e+00 4.65572159e+00 3.70206051e+00 
7.67000000e+04 1.04781058e+01 7.99107418e+00 6.02694202e+00 4.64826171e+00 3.69592244e+00 
7.68000000e+04 1.04683835e+01 7.98084093e+00 6.01796540e+00 4.64082187e+00 3.68980177e+00 
7.69000000e+04 1.04586719e+01 7.97062754e+00 6.00901044e+00 4.63340199e+00 3.68369844e+00 
7.70000000e+04 1.04489709e+01 7.96043398e+00 6.00007710e+00 4.62600202e+00 3.67761237e+00 
7.71000000e+04 1.04392807e+01 7.95026018e+00 5.99116529e+00 4.61862187e+00 3.67154350e+00 
7.72000000e+04 1.04296011e+01 7.94010613e+00 5.98227495e+00 4.61126148e+00 3.66549176e+00 
7.73000000e+04 1.04199323e+01 7.92997176e+00 5.97340603e+00 4.60392076e+00 3.65945709e+00 
7.74000000e+04 1.04102742e+01 7.91985705e+00 5.96455843e+00 4.59659966e+00 3.65343941e+00 
7.75000000e+04 1.04006267e+01 7.90976195e+00 5.95573212e+00 4.58929810e+00 3.64743866e+00 
7.76000000e+04 1.03909900e+01 7.89968641e+00 5.94692701e+00 4.58201601e+00 3.64145477e+00 
7.77000000e+04 1.03813641e+01 7.88963039e+00 5.93814304e+00 4.57475332e+00 3.63548769e+00 
7.78000000e+04 1.03717489e+01 7.87959386e+00 5.92938014e+00 4.56750995e+00 3.62953734e+00 
7.79000000e+04 1.03621444e+01 7.86957677e+00 5.92063826e+00 4.56028585e+00 3.62360365e+00 
7.80000000e+04 1.03525506e+01 7.85957907e+00 5.91191732e+00 4.55308094e+00 3.61768658e+00 
7.81000000e+04 1.03429677e+01 7.84960073e+00 5.90321726e+00 4.54589514e+00 3.61178604e+00 
7.82000000e+04 1.03333955e+01 7.83964171e+00 5.89453801e+00 4.53872840e+00 3.60590197e+00 
7.83000000e+04 1.03238340e+01 7.82970196e+00 5.88587952e+00 4.53158065e+00 3.60003432e+00 
7.84000000e+04 1.03142833e+01 7.81978144e+00 5.87724171e+00 4.52445181e+00 3.59418302e+00 
7.85000000e+04 1.03047434e+01 7.80988011e+00 5.86862452e+00 4.51734182e+00 3.58834800e+00 
7.86000000e+04 1.02952143e+01 7.79999793e+00 5.86002789e+00 4.51025061e+00 3.58252921e+00 
7.87000000e+04 1.02856960e+01 7.79013486e+00 5.85145176e+00 4.50317811e+00 3.57672657e+00 
7.88000000e+04 1.02761884e+01 7.78029085e+00 5.84289606e+00 4.49612426e+00 3.57094004e+00 
7.89000000e+04 1.02666917e+01 7.77046586e+00 5.83436073e+00 4.48908899e+00 3.56516954e+00 
7.90000000e+04 1.02572057e+01 7.76065986e+00 5.82584570e+00 4.48207223e+00 3.55941501e+00 
7.91000000e+04 1.02477306e+01 7.75087279e+00 5.81735092e+00 4.47507392e+00 3.55367640e+00 
7.92000000e+04 1.02382662e+01 7.74110463e+00 5.80887631e+00 4.46809399e+00 3.54795364e+00 
7.93000000e+04 1.02288127e+01 7.73135532e+00 5.80042182e+00 4.46113238e+00 3.54224667e+00 
7.94000000e+04 1.02193700e+01 7.72162483e+00 5.79198739e+00 4.45418902e+00 3.53655543e+00 
7.95000000e+04 1.02099380e+01 7.71191312e+00 5.78357296e+00 4.44726384e+00 3.53087986e+00 
7.96000000e+04 1.02005169e+01 7.70222014e+00 5.77517845e+00 4.44035678e+00 3.52521990e+00 
7.97000000e+04 1.01911067e+01 7.69254585e+00 5.76680382e+00 4.43346778e+00 3.51957550e+00 
7.98000000e+04 1.01817072e+01 7.68289022e+00 5.75844900e+00 4.42659678e+00 3.51394658e+00 
7.99000000e+04 1.01723186e+01 7.67325319e+00 5.75011392e+00 4.41974370e+00 3.50833310e+00 
8.00000000e+04 1.01629408e+01 7.66363474e+00 5.74179854e+00 4.41290849e+00 3.50273500e+00 
8.01000000e+04 1.01535738e+01 7.65403482e+00 5.73350278e+00 4.40609108e+00 3.49715221e+00 
8.02000000e+04 1.01442176e+01 7.64445338e+00 5.72522659e+00 4.39929140e+00 3.49158467e+00 
8.03000000e+04 1.01348723e+01 7.63489040e+00 5.71696990e+00 4.39250941e+00 3.48603234e+00 
8.04000000e+04 1.01255378e+01 7.62534582e+00 5.70873266e+00 4.38574503e+00 3.48049515e+00 
8.05000000e+04 1.01162141e+01 7.61581960e+00 5.70051481e+00 4.37899820e+00 3.47497305e+00 
8.06000000e+04 1.01069013e+01 7.60631172e+00 5.69231629e+00 4.37226885e+00 3.46946597e+00 
8.07000000e+04 1.00975993e+01 7.59682212e+00 5.68413703e+00 4.36555694e+00 3.46397386e+00 
8.08000000e+04 1.00883082e+01 7.58735076e+00 5.67597698e+00 4.35886239e+00 3.45849667e+00 
8.09000000e+04 1.00790279e+01 7.57789761e+00 5.66783609e+00 4.35218515e+00 3.45303434e+00 
8.10000000e+04 1.00697584e+01 7.56846263e+00 5.65971428e+00 4.34552516e+00 3.44758680e+00 
8.11000000e+04 1.00604998e+01 7.55904576e+00 5.65161151e+00 4.33888234e+00 3.44215402e+00 
8.12000000e+04 1.00512520e+01 7.54964698e+00 5.64352771e+00 4.33225665e+00 3.43673593e+00 
8.13000000e+04 1.00420150e+01 7.54026625e+00 5.63546283e+00 4.32564803e+00 3.43133247e+00 
8.14000000e+04 1.00327889e+01 7.53090352e+00 5.62741681e+00 4.31905640e+00 3.42594359e+00 
8.15000000e+04 1.00235736e+01 7.52155875e+00 5.61938959e+00 4.31248172e+00 3.42056924e+00 
8.16000000e+04 1.00143691e+01 7.51223191e+00 5.61138111e+00 4.30592393e+00 3.41520936e+00 
8.17000000e+04 1.00051755e+01 7.50292294e+00 5.60339132e+00 4.29938296e+00 3.40986390e+00 
8.18000000e+04 9.99599273e+00 7.49363183e+00 5.59542016e+00 4.29285876e+00 3.40453281e+00 
8.19000000e+04 9.98682078e+00 7.48435851e+00 5.58746757e+00 4.28635126e+00 3.39921602e+00 
8.20000000e+04 9.97765967e+00 7.47510296e+00 5.57953349e+00 4.27986042e+00 3.39391349e+00 
8.21000000e+04 9.96850939e+00 7.46586514e+00 5.57161788e+00 4.27338617e+00 3.38862517e+00 
8.22000000e+04 9.95936994e+00 7.45664500e+00 5.56372067e+00 4.26692845e+00 3.38335099e+00 
8.23000000e+04 9.95024132e+00 7.44744251e+00 5.55584180e+00 4.26048721e+00 3.37809091e+00 
8.24000000e+04 9.94112353e+00 7.43825762e+00 5.54798122e+00 4.25406238e+00 3.37284488e+00 
8.25000000e+04 9.93201657e+00 7.42909029e+00 5.54013888e+00 4.24765392e+00 3.36761284e+00 
8.26000000e+04 9.92292043e+00 7.41994050e+00 5.53231472e+00 4.24126177e+00 3.36239475e+00 
8.27000000e+04 9.91383512e+00 7.41080819e+00 5.52450868e+00 4.23488586e+00 3.35719054e+00 
8.28000000e+04 9.90476062e+00 7.40169333e+00 5.51672071e+00 4.22852615e+00 3.35200017e+00 
8.29000000e+04 9.89569695e+00 7.39259588e+00 5.50895076e+00 4.22218257e+00 3.34682359e+00 
8.30000000e+04 9.88664409e+00 7.38351580e+00 5.50119876e+00 4.21585507e+00 3.34166075e+00 
8.31000000e+04 9.87760205e+00 7.37445305e+00 5.49346467e+00 4.20954359e+00 3.33651159e+00 
8.32000000e+04 9.86857081e+00 7.36540760e+00 5.48574843e+00 4.20324809e+00 3.33137606e+00 
8.33000000e+04 9.85955039e+00 7.35637940e+00 5.47804999e+00 4.19696850e+00 3.32625412e+00 
8.34000000e+04 9.85054077e+00 7.34736841e+00 5.47036928e+00 4.19070477e+00 3.32114572e+00 
8.35000000e+04 9.84154195e+00 7.33837460e+00 5.46270627e+00 4.18445684e+00 3.31605080e+00 
8.36000000e+04 9.83255394e+00 7.32939792e+00 5.45506089e+00 4.17822466e+00 3.31096931e+00 
8.37000000e+04 9.82357672e+00 7.32043834e+00 5.44743309e+00 4.17200818e+00 3.30590122e+00 
8.38000000e+04 9.81461029e+00 7.31149583e+00 5.43982282e+00 4.16580734e+00 3.30084646e+00 
8.39000000e+04 9.80565465e+00 7.30257033e+00 5.43223002e+00 4.15962209e+00 3.29580498e+00 
8.40000000e+04 9.79670980e+00 7.29366182e+00 5.42465465e+00 4.15345237e+00 3.29077675e+00 
8.41000000e+04 9.78777574e+00 7.28477025e+00 5.41709665e+00 4.14729813e+00 3.28576171e+00 
8.42000000e+04 9.77885245e+00 7.27589559e+00 5.40955596e+00 4.14115932e+00 3.28075981e+00 
8.43000000e+04 9.76993994e+00 7.26703779e+00 5.40203254e+00 4.13503589e+00 3.27577100e+00 
8.44000000e+04 9.76103820e+00 7.25819683e+00 5.39452633e+00 4.12892778e+00 3.27079524e+00 
8.45000000e+04 9.75214723e+00 7.24937266e+00 5.38703728e+00 4.12283494e+00 3.26583249e+00 
8.46000000e+04 9.74326702e+00 7.24056524e+00 5.37956533e+00 4.11675731e+00 3.26088268e+00 
8.47000000e+04 9.73439757e+00 7.23177454e+00 5.37211045e+00 4.11069485e+00 3.25594578e+00 
8.48000000e+04 9.72553887e+00 7.22300051e+00 5.36467257e+00 4.10464751e+00 3.25102174e+00 
8.49000000e+04 9.71669093e+00 7.21424313e+00 5.35725165e+00 4.09861523e+00 3.24611051e+00 
8.50000000e+04 9.70785373e+00 7.20550235e+00 5.34984763e+00 4.09259795e+00 3.24121204e+00 
8.51000000e+04 9.69902727e+00 7.19677813e+00 5.34246046e+00 4.08659564e+00 3.23632630e+00 
8.52000000e+04 9.69021155e+00 7.18807044e+00 5.33509009e+00 4.08060824e+00 3.23145322e+00 
8.53000000e+04 9.68140656e+00 7.17937924e+00 5.32773647e+00 4.07463570e+00 3.22659278e+00 
8.54000000e+04 9.67261229e+00 7.17070449e+00 5.32039956e+00 4.06867796e+00 3.22174491e+00 
8.55000000e+04 9.66382875e+00 7.16204616e+00 5.31307930e+00 4.06273498e+00 3.21690958e+00 
8.56000000e+04 9.65505592e+00 7.15340421e+00 5.30577563e+00 4.05680671e+00 3.21208674e+00 
8.57000000e+04 9.64629380e+00 7.14477859e+00 5.29848852e+00 4.05089310e+00 3.20727635e+00 
8.58000000e+04 9.63754239e+00 7.13616928e+00 5.29121791e+00 4.04499409e+00 3.20247836e+00 
8.59000000e+04 9.62880168e+00 7.12757624e+00 5.28396375e+00 4.03910964e+00 3.19769272e+00 
8.60000000e+04 9.62007167e+00 7.11899942e+00 5.27672600e+00 4.03323970e+00 3.19291940e+00 
8.61000000e+04 9.61135234e+00 7.11043880e+00 5.26950459e+00 4.02738423e+00 3.18815834e+00 
8.62000000e+04 9.60264369e+00 7.10189433e+00 5.26229949e+00 4.02154316e+00 3.18340951e+00 
8.63000000e+04 9.59394573e+00 7.09336598e+00 5.25511065e+00 4.01571646e+00 3.17867286e+00 
8.64000000e+04 9.58525843e+00 7.08485371e+00 5.24793802e+00 4.00990407e+00 3.17394834e+00 
8.65000000e+04 9.57658180e+00 7.07635749e+00 5.24078154e+00 4.00410594e+00 3.16923592e+00 
8.66000000e+04 9.56791584e+00 7.06787727e+00 5.23364117e+00 3.99832204e+00 3.16453555e+00 
8.67000000e+04 9.55926052e+00 7.05941303e+00 5.22651687e+00 3.99255230e+00 3.15984719e+00 
8.68000000e+04 9.55061585e+00 7.05096472e+00 5.21940858e+00 3.98679669e+00 3.15517078e+00 
8.69000000e+04 9.54198182e+00 7.04253232e+00 5.21231625e+00 3.98105516e+00 3.15050630e+00 
8.70000000e+04 9.53335843e+00 7.03411577e+00 5.20523985e+00 3.97532765e+00 3.14585370e+00 
8.71000000e+04 9.52474566e+00 7.02571506e+00 5.19817932e+00 3.96961412e+00 3.14121294e+00 
8.72000000e+04 9.51614352e+00 7.01733013e+00 5.19113461e+00 3.96391453e+00 3.13658397e+00 
8.73000000e+04 9.50755199e+00 7.00896096e+00 5.18410568e+00 3.95822882e+00 3.13196675e+00 
8.74000000e+04 9.49897107e+00 7.00060750e+00 5.17709247e+00 3.95255696e+00 3.12736125e+00 
8.75000000e+04 9.49040075e+00 6.99226973e+00 5.17009496e+00 3.94689889e+00 3.12276741e+00 
8.76000000e+04 9.48184103e+00 6.98394761e+00 5.16311308e+00 3.94125457e+00 3.11818521e+00 
8.77000000e+04 9.47329189e+00 6.97564109e+00 5.15614678e+00 3.93562395e+00 3.11361459e+00 
8.78000000e+04 9.46475333e+00 6.96735016e+00 5.14919604e+00 3.93000699e+00 3.10905552e+00 
8.79000000e+04 9.45622535e+00 6.95907476e+00 5.14226079e+00 3.92440364e+00 3.10450795e+00 
8.80000000e+04 9.44770794e+00 6.95081486e+00 5.13534099e+00 3.91881386e+00 3.09997185e+00 
8.81000000e+04 9.43920108e+00 6.94257044e+00 5.12843660e+00 3.91323760e+00 3.09544717e+00 
8.82000000e+04 9.43070477e+00 6.93434144e+00 5.12154757e+00 3.90767482e+00 3.09093388e+00 
8.83000000e+04 9.42221901e+00 6.92612785e+00 5.11467386e+00 3.90212546e+00 3.08643193e+00 
8.84000000e+04 9.41374379e+00 6.91792962e+00 5.10781541e+00 3.89658950e+00 3.08194128e+00 
8.85000000e+04 9.40527910e+00 6.90974671e+00 5.10097219e+00 3.89106688e+00 3.07746191e+00 
8.86000000e+04 9.39682492e+00 6.90157910e+00 5.09414415e+00 3.88555755e+00 3.07299375e+00 
8.87000000e+04 9.38838127e+00 6.89342675e+00 5.08733124e+00 3.88006148e+00 3.06853679e+00 
8.88000000e+04 9.37994811e+00 6.88528962e+00 5.08053343e+00 3.87457862e+00 3.06409097e+00 
8.89000000e+04 9.37152546e+00 6.87716767e+00 5.07375066e+00 3.86910893e+00 3.05965625e+00 
8.90000000e+04 9.36311330e+00 6.86906088e+00 5.06698289e+00 3.86365236e+00 3.05523261e+00 
8.91000000e+04 9.35471162e+00 6.86096921e+00 5.06023007e+00 3.85820888e+00 3.05082000e+00 
8.92000000e+04 9.34632042e+00 6.85289262e+00 5.05349217e+00 3.85277842e+00 3.04641838e+00 
8.93000000e+04 9.33793968e+00 6.84483107e+00 5.04676914e+00 3.84736097e+00 3.04202772e+00 
8.94000000e+04 9.32956941e+00 6.83678455e+00 5.04006094e+00 3.84195646e+00 3.03764797e+00 
8.95000000e+04 9.32120958e+00 6.82875300e+00 5.03336751e+00 3.83656487e+00 3.03327909e+00 
8.96000000e+04 9.31286020e+00 6.82073640e+00 5.02668883e+00 3.83118614e+00 3.02892106e+00 
8.97000000e+04 9.30452125e+00 6.81273471e+00 5.02002483e+00 3.82582023e+00 3.02457383e+00 
8.98000000e+04 9.29619273e+00 6.80474789e+00 5.01337549e+00 3.82046711e+00 3.02023737e+00 
8.99000000e+04 9.28787462e+00 6.79677592e+00 5.00674076e+00 3.81512672e+00 3.01591163e+00 
9.00000000e+04 9.27956693e+00 6.78881876e+00 5.00012060e+00 3.80979904e+00 3.01159659e+00 
9.01000000e+04 9.27126963e+00 6.78087637e+00 4.99351495e+00 3.80448401e+00 3.00729220e+00 
9.02000000e+04 9.26298273e+00 6.77294872e+00 4.98692379e+00 3.79918160e+00 3.00299842e+00 
9.03000000e+04 9.25470621e+00 6.76503578e+00 4.98034707e+00 3.79389176e+00 2.99871522e+00 
9.04000000e+04 9.24644007e+00 6.75713752e+00 4.97378474e+00 3.78861445e+00 2.99444257e+00 
9.05000000e+04 9.23818429e+00 6.74925389e+00 4.96723676e+00 3.78334964e+00 2.99018043e+00 
9.06000000e+04 9.22993887e+00 6.74138487e+00 4.96070310e+00 3.77809728e+00 2.98592876e+00 
9.07000000e+04 9.22170379e+00 6.73353042e+00 4.95418370e+00 3.77285733e+00 2.98168752e+00 
9.08000000e+04 9.21347906e+00 6.72569051e+00 4.94767854e+00 3.76762975e+00 2.97745668e+00 
9.09000000e+04 9.20526466e+00 6.71786510e+00 4.94118756e+00 3.76241450e+00 2.97323621e+00 
9.10000000e+04 9.19706058e+00 6.71005417e+00 4.93471072e+00 3.75721154e+00 2.96902606e+00 
9.11000000e+04 9.18886681e+00 6.70225768e+00 4.92824799e+00 3.75202083e+00 2.96482621e+00 
9.12000000e+04 9.18068335e+00 6.69447559e+00 4.92179932e+00 3.74684233e+00 2.96063661e+00 
9.13000000e+04 9.17251018e+00 6.68670787e+00 4.91536468e+00 3.74167601e+00 2.95645724e+00 
9.14000000e+04 9.16434730e+00 6.67895450e+00 4.90894401e+00 3.73652181e+00 2.95228806e+00 
9.15000000e+04 9.15619469e+00 6.67121543e+00 4.90253729e+00 3.73137971e+00 2.94812902e+00 
9.16000000e+04 9.14805235e+00 6.66349064e+00 4.89614446e+00 3.72624966e+00 2.94398011e+00 
9.17000000e+04 9.13992026e+00 6.65578008e+00 4.88976550e+00 3.72113162e+00 2.93984128e+00 
9.18000000e+04 9.13179843e+00 6.64808374e+00 4.88340035e+00 3.71602556e+00 2.93571250e+00 
9.19000000e+04 9.12368683e+00 6.64040157e+00 4.87704898e+00 3.71093144e+00 2.93159373e+00 
9.20000000e+04 9.11558546e+00 6.63273354e+00 4.87071135e+00 3.70584921e+00 2.92748495e+00 
9.21000000e+04 9.10749431e+00 6.62507962e+00 4.86438742e+00 3.70077885e+00 2.92338611e+00 
9.22000000e+04 9.09941338e+00 6.61743979e+00 4.85807715e+00 3.69572031e+00 2.91929719e+00 
9.23000000e+04 9.09134264e+00 6.60981399e+00 4.85178050e+00 3.69067355e+00 2.91521815e+00 
9.24000000e+04 9.08328209e+00 6.60220222e+00 4.84549743e+00 3.68563853e+00 2.91114895e+00 
9.25000000e+04 9.07523173e+00 6.59460442e+00 4.83922791e+00 3.68061523e+00 2.90708957e+00 
9.26000000e+04 9.06719153e+00 6.58702057e+00 4.83297188e+00 3.67560359e+00 2.90303997e+00 
9.27000000e+04 9.05916150e+00 6.57945064e+00 4.82672931e+00 3.67060359e+00 2.89900011e+00 
9.28000000e+04 9.05114162e+00 6.57189459e+00 4.82050018e+00 3.66561519e+00 2.89496997e+00 
9.29000000e+04 9.04313188e+00 6.56435240e+00 4.81428442e+00 3.66063834e+00 2.89094951e+00 
9.30000000e+04 9.03513228e+00 6.55682403e+00 4.80808201e+00 3.65567301e+00 2.88693870e+00 
9.31000000e+04 9.02714280e+00 6.54930945e+00 4.80189291e+00 3.65071917e+00 2.88293750e+00 
9.32000000e+04 9.01916343e+00 6.54180862e+00 4.79571708e+00 3.64577678e+00 2.87894589e+00 
9.33000000e+04 9.01119416e+00 6.53432153e+00 4.78955449e+00 3.64084580e+00 2.87496383e+00 
9.34000000e+04 9.00323498e+00 6.52684812e+00 4.78340508e+00 3.63592620e+00 2.87099130e+00 
9.35000000e+04 8.99528589e+00 6.51938839e+00 4.77726883e+00 3.63101793e+00 2.86702825e+00 
9.36000000e+04 8.98734686e+00 6.51194228e+00 4.77114570e+00 3.62612097e+00 2.86307465e+00 
9.37000000e+04 8.97941791e+00 6.50450977e+00 4.76503565e+00 3.62123528e+00 2.85913048e+00 
9.38000000e+04 8.97149900e+00 6.49709083e+00 4.75893864e+00 3.61636081e+00 2.85519571e+00 
9.39000000e+04 8.96359013e+00 6.48968544e+00 4.75285464e+00 3.61149755e+00 2.85127029e+00 
9.40000000e+04 8.95569130e+00 6.48229354e+00 4.74678360e+00 3.60664544e+00 2.84735421e+00 
9.41000000e+04 8.94780248e+00 6.47491513e+00 4.74072549e+00 3.60180445e+00 2.84344743e+00 
9.42000000e+04 8.93992368e+00 6.46755016e+00 4.73468028e+00 3.59697456e+00 2.83954991e+00 
9.43000000e+04 8.93205488e+00 6.46019860e+00 4.72864793e+00 3.59215572e+00 2.83566163e+00 
9.44000000e+04 8.92419606e+00 6.45286043e+00 4.72262839e+00 3.58734790e+00 2.83178256e+00 
9.45000000e+04 8.91634723e+00 6.44553561e+00 4.71662164e+00 3.58255106e+00 2.82791267e+00 
9.46000000e+04 8.90850837e+00 6.43822411e+00 4.71062763e+00 3.57776518e+00 2.82405192e+00 
9.47000000e+04 8.90067946e+00 6.43092590e+00 4.70464634e+00 3.57299021e+00 2.82020029e+00 
9.48000000e+04 8.89286051e+00 6.42364096e+00 4.69867771e+00 3.56822612e+00 2.81635774e+00 
9.49000000e+04 8.88505149e+00 6.41636924e+00 4.69272173e+00 3.56347288e+00 2.81252425e+00 
9.50000000e+04 8.87725240e+00 6.40911072e+00 4.68677835e+00 3.55873045e+00 2.80869978e+00 
9.51000000e+04 8.86946322e+00 6.40186538e+00 4.68084753e+00 3.55399879e+00 2.80488431e+00 
9.52000000e+04 8.86168395e+00 6.39463317e+00 4.67492924e+00 3.54927789e+00 2.80107780e+00 
9.53000000e+04 8.85391458e+00 6.38741407e+00 4.66902345e+00 3.54456769e+00 2.79728024e+00 
9.54000000e+04 8.84615509e+00 6.38020806e+00 4.66313011e+00 3.53986817e+00 2.79349158e+00 
9.55000000e+04 8.83840547e+00 6.37301509e+00 4.65724920e+00 3.53517929e+00 2.78971179e+00 
9.56000000e+04 8.83066572e+00 6.36583514e+00 4.65138068e+00 3.53050103e+00 2.78594086e+00 
9.57000000e+04 8.82293582e+00 6.35866818e+00 4.64552451e+00 3.52583334e+00 2.78217874e+00 
9.58000000e+04 8.81521576e+00 6.35151418e+00 4.63968065e+00 3.52117619e+00 2.77842541e+00 
9.59000000e+04 8.80750554e+00 6.34437311e+00 4.63384908e+00 3.51652956e+00 2.77468085e+00 
9.60000000e+04 8.79980513e+00 6.33724494e+00 4.62802976e+00 3.51189340e+00 2.77094502e+00 
9.61000000e+04 8.79211453e+00 6.33012964e+00 4.62222265e+00 3.50726769e+00 2.76721789e+00 
9.62000000e+04 8.78443373e+00 6.32302718e+00 4.61642772e+00 3.50265240e+00 2.76349944e+00 
9.63000000e+04 8.77676272e+00 6.31593753e+00 4.61064493e+00 3.49804748e+00 2.75978964e+00 
9.64000000e+04 8.76910149e+00 6.30886067e+00 4.60487426e+00 3.49345291e+00 2.75608845e+00 
9.65000000e+04 8.76145001e+00 6.30179656e+00 4.59911566e+00 3.48886866e+00 2.75239586e+00 
9.66000000e+04 8.75380830e+00 6.29474517e+00 4.59336910e+00 3.48429469e+00 2.74871183e+00 
9.67000000e+04 8.74617633e+00 6.28770648e+00 4.58763454e+00 3.47973097e+00 2.74503634e+00 
9.68000000e+04 8.73855409e+00 6.28068045e+00 4.58191196e+00 3.47517748e+00 2.74136935e+00 
9.69000000e+04 8.73094157e+00 6.27366706e+00 4.57620132e+00 3.47063417e+00 2.73771084e+00 
9.70000000e+04 8.72333876e+00 6.26666627e+00 4.57050259e+00 3.46610102e+00 2.73406079e+00 
9.71000000e+04 8.71574565e+00 6.25967807e+00 4.56481573e+00 3.46157799e+00 2.73041916e+00 
9.72000000e+04 8.70816223e+00 6.25270241e+00 4.55914071e+00 3.45706506e+00 2.72678593e+00 
9.73000000e+04 8.70058849e+00 6.24573928e+00 4.55347749e+00 3.45256219e+00 2.72316107e+00 
9.74000000e+04 8.69302441e+00 6.23878864e+00 4.54782605e+00 3.44806935e+00 2.71954455e+00 
9.75000000e+04 8.68546999e+00 6.23185046e+00 4.54218634e+00 3.44358651e+00 2.71593634e+00 
9.76000000e+04 8.67792521e+00 6.22492472e+00 4.53655835e+00 3.43911364e+00 2.71233643e+00 
9.77000000e+04 8.67039007e+00 6.21801138e+00 4.53094202e+00 3.43465072e+00 2.70874478e+00 
9.78000000e+04 8.66286454e+00 6.21111043e+00 4.52533734e+00 3.43019770e+00 2.70516137e+00 
9.79000000e+04 8.65534863e+00 6.20422182e+00 4.51974427e+00 3.42575455e+00 2.70158616e+00 
9.80000000e+04 8.64784231e+00 6.19734553e+00 4.51416277e+00 3.42132126e+00 2.69801914e+00 
9.81000000e+04 8.64034558e+00 6.19048154e+00 4.50859281e+00 3.41689778e+00 2.69446028e+00 
9.82000000e+04 8.63285843e+00 6.18362982e+00 4.50303437e+00 3.41248409e+00 2.69090954e+00 
9.83000000e+04 8.62538084e+00 6.17679033e+00 4.49748740e+00 3.40808016e+00 2.68736691e+00 
9.84000000e+04 8.61791281e+00 6.16996305e+00 4.49195188e+00 3.40368596e+00 2.68383236e+00 
9.85000000e+04 8.61045431e+00 6.16314795e+00 4.48642778e+00 3.39930145e+00 2.68030586e+00 
9.86000000e+04 8.60300535e+00 6.15634501e+00 4.48091505e+00 3.39492661e+00 2.67678739e+00 
9.87000000e+04 8.59556591e+00 6.14955419e+00 4.47541368e+00 3.39056141e+00 2.67327692e+00 
9.88000000e+04 8.58813598e+00 6.14277547e+00 4.46992363e+00 3.38620582e+00 2.66977443e+00 
9.89000000e+04 8.58071554e+00 6.13600882e+00 4.46444487e+00 3.38185980e+00 2.66627988e+00 
9.90000000e+04 8.57330459e+00 6.12925422e+00 4.45897736e+00 3.37752334e+00 2.66279326e+00 
9.91000000e+04 8.56590311e+00 6.12251163e+00 4.45352108e+00 3.37319640e+00 2.65931454e+00 
9.92000000e+04 8.55851109e+00 6.11578102e+00 4.44807599e+00 3.36887895e+00 2.65584370e+00 
9.93000000e+04 8.55112853e+00 6.10906238e+00 4.44264207e+00 3.36457096e+00 2.65238070e+00 
9.94000000e+04 8.54375540e+00 6.10235567e+00 4.43721928e+00 3.36027241e+00 2.64892553e+00 
9.95000000e+04 8.53639170e+00 6.09566087e+00 4.43180758e+00 3.35598326e+00 2.64547815e+00 
9.96000000e+04 8.52903742e+00 6.08897795e+00 4.42640696e+00 3.35170350e+00 2.64203856e+00 
9.97000000e+04 8.52169255e+00 6.08230688e+00 4.42101738e+00 3.34743307e+00 2.63860671e+00 
9.98000000e+04 8.51435706e+00 6.07564763e+00 4.41563880e+00 3.34317197e+00 2.63518258e+00 
9.99000000e+04 8.50703096e+00 6.06900019e+00 4.41027121e+00 3.33892017e+00 2.63176616e+00 
1.00000000e+05 8.49971423e+00 6.06236451e+00 4.40491456e+00 3.33467762e+00 2.62835742e+00 
