#--------------------------#
# x [m]  X_O  X_O2  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.384420951913E-02  0.900771095774E+00  0.992289042260E-01  0.364668796316E+03  0.435688189988E+04  0.105536066519E-01  0.217379727670E+05  0.361376551965E+24  0.182731307282E+08  0.203842553645E+00
  0.388265161433E-02  0.900976726621E+00  0.990232733788E-01  0.364378225171E+03  0.435281982910E+04  0.105620225597E-01  0.217390910508E+05  0.361732398097E+24  0.182731307281E+08  0.203741727800E+00
  0.392147813049E-02  0.901181186186E+00  0.988188138140E-01  0.364089078565E+03  0.434877917029E+04  0.105704105427E-01  0.217402038522E+05  0.362087034886E+24  0.182731307281E+08  0.203641382476E+00
  0.396069291180E-02  0.901384475280E+00  0.986155247199E-01  0.363801359111E+03  0.434475993564E+04  0.105787703596E-01  0.217413111611E+05  0.362440452528E+24  0.182731307281E+08  0.203541518782E+00
  0.400029984093E-02  0.901586594648E+00  0.984134053523E-01  0.363515069498E+03  0.434076213853E+04  0.105871017668E-01  0.217424129671E+05  0.362792641114E+24  0.182731307281E+08  0.203442137852E+00
  0.404030283935E-02  0.901787544950E+00  0.982124550503E-01  0.363230212511E+03  0.433678579385E+04  0.105954045175E-01  0.217435092597E+05  0.363143590598E+24  0.182731307281E+08  0.203343240850E+00
  0.408070586775E-02  0.901987326825E+00  0.980126731750E-01  0.362946790954E+03  0.433283091676E+04  0.106036783641E-01  0.217446000278E+05  0.363493290900E+24  0.182731307281E+08  0.203244828952E+00
  0.412151292644E-02  0.902185940804E+00  0.978140591955E-01  0.362664807757E+03  0.432889752443E+04  0.106119230546E-01  0.217456852604E+05  0.363841731765E+24  0.182731307281E+08  0.203146903371E+00
  0.416272805572E-02  0.902383387407E+00  0.976166125935E-01  0.362384265858E+03  0.432498563414E+04  0.106201383369E-01  0.217467649460E+05  0.364188902918E+24  0.182731307281E+08  0.203049465326E+00
  0.420435533628E-02  0.902579667043E+00  0.974203329570E-01  0.362105168320E+03  0.432109526512E+04  0.106283239546E-01  0.217478390729E+05  0.364534793909E+24  0.182731307281E+08  0.202952516079E+00
  0.424639888966E-02  0.902774780105E+00  0.972252198946E-01  0.361827518222E+03  0.431722643688E+04  0.106364796505E-01  0.217489076292E+05  0.364879394254E+24  0.182731307281E+08  0.202856056896E+00
  0.428886287856E-02  0.902968726894E+00  0.970312731058E-01  0.361551318749E+03  0.431337917059E+04  0.106446051638E-01  0.217499706027E+05  0.365222693321E+24  0.182731307281E+08  0.202760089080E+00
  0.433175150736E-02  0.903161507673E+00  0.968384923266E-01  0.361276573127E+03  0.430955348802E+04  0.106527002325E-01  0.217510279808E+05  0.365564680417E+24  0.182731307281E+08  0.202664613948E+00
  0.437506902244E-02  0.903353122641E+00  0.966468773591E-01  0.361003284652E+03  0.430574941210E+04  0.106607645918E-01  0.217520797510E+05  0.365905344739E+24  0.182731307280E+08  0.202569632840E+00
  0.441881971268E-02  0.903543571935E+00  0.964564280650E-01  0.360731456690E+03  0.430196696681E+04  0.106687979747E-01  0.217531259004E+05  0.366244675386E+24  0.182731307280E+08  0.202475147120E+00
  0.446300790981E-02  0.903732855655E+00  0.962671443446E-01  0.360461092646E+03  0.429820617679E+04  0.106768001126E-01  0.217541664157E+05  0.366582661393E+24  0.182731307280E+08  0.202381158166E+00
  0.450763798892E-02  0.903920973821E+00  0.960790261788E-01  0.360192196019E+03  0.429446706811E+04  0.106847707337E-01  0.217552012837E+05  0.366919291660E+24  0.182731307280E+08  0.202287667388E+00
  0.455271436882E-02  0.904107926439E+00  0.958920735614E-01  0.359924770314E+03  0.429074966699E+04  0.106927095659E-01  0.217562304907E+05  0.367254555064E+24  0.182731307280E+08  0.202194676199E+00
  0.459824151252E-02  0.904293713422E+00  0.957062865778E-01  0.359658819146E+03  0.428705400135E+04  0.107006163332E-01  0.217572540229E+05  0.367588440332E+24  0.182731307280E+08  0.202102186046E+00
  0.464422392765E-02  0.904478334678E+00  0.955216653221E-01  0.359394346130E+03  0.428338009914E+04  0.107084907595E-01  0.217582718662E+05  0.367920936175E+24  0.182731307280E+08  0.202010198381E+00
  0.469066616694E-02  0.904661790026E+00  0.953382099743E-01  0.359131354983E+03  0.427972798989E+04  0.107163325651E-01  0.217592840065E+05  0.368252031161E+24  0.182731307280E+08  0.201918714686E+00
  0.473757282862E-02  0.904844079266E+00  0.951559207338E-01  0.358869849435E+03  0.427609770340E+04  0.107241414697E-01  0.217602904294E+05  0.368581713825E+24  0.182731307280E+08  0.201827736450E+00
  0.478494855691E-02  0.905025202134E+00  0.949747978664E-01  0.358609833296E+03  0.427248927066E+04  0.107319171903E-01  0.217612911201E+05  0.368909972591E+24  0.182731307280E+08  0.201737265189E+00
  0.483279804249E-02  0.905205158324E+00  0.947948416764E-01  0.358351310411E+03  0.426890272329E+04  0.107396594424E-01  0.217622860639E+05  0.369236795822E+24  0.182731307280E+08  0.201647302431E+00
  0.488112602293E-02  0.905383947493E+00  0.946160525066E-01  0.358094284667E+03  0.426533809358E+04  0.107473679400E-01  0.217632752458E+05  0.369562171813E+24  0.182731307280E+08  0.201557849718E+00
  0.492993728317E-02  0.905561569241E+00  0.944384307591E-01  0.357838760018E+03  0.426179541485E+04  0.107550423949E-01  0.217642586507E+05  0.369886088763E+24  0.182731307280E+08  0.201468908614E+00
  0.497923665601E-02  0.905738023146E+00  0.942619768542E-01  0.357584740430E+03  0.425827472068E+04  0.107626825180E-01  0.217652362633E+05  0.370208534842E+24  0.182731307279E+08  0.201380480687E+00
  0.502902902258E-02  0.905913308720E+00  0.940866912797E-01  0.357332229947E+03  0.425477604585E+04  0.107702880177E-01  0.217662080680E+05  0.370529498107E+24  0.182731307279E+08  0.201292567533E+00
  0.507931931282E-02  0.906087425472E+00  0.939125745280E-01  0.357081232606E+03  0.425129942513E+04  0.107778586022E-01  0.217671740492E+05  0.370848966610E+24  0.182731307279E+08  0.201205170745E+00
  0.513011250595E-02  0.906260372839E+00  0.937396271611E-01  0.356831752527E+03  0.424784489456E+04  0.107853939771E-01  0.217681341912E+05  0.371166928290E+24  0.182731307279E+08  0.201118291943E+00
  0.518141363102E-02  0.906432150255E+00  0.935678497453E-01  0.356583793822E+03  0.424441249012E+04  0.107928938477E-01  0.217690884781E+05  0.371483371079E+24  0.182731307279E+08  0.201031932746E+00
  0.523322776734E-02  0.906602757093E+00  0.933972429075E-01  0.356337360672E+03  0.424100224889E+04  0.108003579172E-01  0.217700368938E+05  0.371798282813E+24  0.182731307279E+08  0.200946094795E+00
  0.528556004503E-02  0.906772192709E+00  0.932278072907E-01  0.356092457266E+03  0.423761420816E+04  0.108077858882E-01  0.217709794220E+05  0.372111651305E+24  0.182731307279E+08  0.200860779733E+00
  0.533841564549E-02  0.906940456423E+00  0.930595435771E-01  0.355849087834E+03  0.423424840588E+04  0.108151774618E-01  0.217719160467E+05  0.372423464304E+24  0.182731307279E+08  0.200775989218E+00
  0.539179980195E-02  0.907107547516E+00  0.928924524842E-01  0.355607256639E+03  0.423090488055E+04  0.108225323378E-01  0.217728467514E+05  0.372733709508E+24  0.182731307279E+08  0.200691724919E+00
  0.544571779998E-02  0.907273465258E+00  0.927265347415E-01  0.355366967948E+03  0.422758367084E+04  0.108298502159E-01  0.217737715196E+05  0.373042374601E+24  0.182731307279E+08  0.200607988507E+00
  0.550017497799E-02  0.907438208873E+00  0.925617911273E-01  0.355128226080E+03  0.422428481622E+04  0.108371307936E-01  0.217746903347E+05  0.373349447188E+24  0.182731307279E+08  0.200524781667E+00
  0.555517672778E-02  0.907601777578E+00  0.923982224219E-01  0.354891035344E+03  0.422100835613E+04  0.108443737690E-01  0.217756031802E+05  0.373654914883E+24  0.182731307279E+08  0.200442106083E+00
  0.561072849507E-02  0.907764170547E+00  0.922358294527E-01  0.354655400096E+03  0.421775433080E+04  0.108515788382E-01  0.217765100394E+05  0.373958765227E+24  0.182731307279E+08  0.200359963455E+00
  0.566683578003E-02  0.907925386960E+00  0.920746130398E-01  0.354421324671E+03  0.421452278019E+04  0.108587456980E-01  0.217774108954E+05  0.374260985782E+24  0.182731307278E+08  0.200278355475E+00
  0.572350413784E-02  0.908085425950E+00  0.919145740497E-01  0.354188813450E+03  0.421131374507E+04  0.108658740434E-01  0.217783057316E+05  0.374561564044E+24  0.182731307278E+08  0.200197283849E+00
  0.578073917923E-02  0.908244286659E+00  0.917557133413E-01  0.353957870793E+03  0.420812726594E+04  0.108729635703E-01  0.217791945309E+05  0.374860487532E+24  0.182731307278E+08  0.200116750277E+00
  0.583854657103E-02  0.908401968190E+00  0.915980318105E-01  0.353728501090E+03  0.420496338392E+04  0.108800139731E-01  0.217800772767E+05  0.375157743716E+24  0.182731307278E+08  0.200036756468E+00
  0.589693203675E-02  0.908558469644E+00  0.914415303562E-01  0.353500708725E+03  0.420182214006E+04  0.108870249466E-01  0.217809539519E+05  0.375453320075E+24  0.182731307278E+08  0.199957304129E+00
  0.595590135713E-02  0.908713790108E+00  0.912862098923E-01  0.353274498083E+03  0.419870357558E+04  0.108939961855E-01  0.217818245398E+05  0.375747204077E+24  0.182731307278E+08  0.199878394967E+00
  0.601546037071E-02  0.908867928646E+00  0.911320713539E-01  0.353049873564E+03  0.419560773199E+04  0.109009273837E-01  0.217826890233E+05  0.376039383169E+24  0.182731307278E+08  0.199800030693E+00
  0.607561497443E-02  0.909020884336E+00  0.909791156645E-01  0.352826839537E+03  0.419253465047E+04  0.109078182362E-01  0.217835473857E+05  0.376329844838E+24  0.182731307278E+08  0.199722213007E+00
  0.613637112418E-02  0.909172656222E+00  0.908273437782E-01  0.352605400396E+03  0.418948437267E+04  0.109146684374E-01  0.217843996101E+05  0.376618576536E+24  0.182731307278E+08  0.199644943616E+00
  0.619773483543E-02  0.909323243368E+00  0.906767566315E-01  0.352385560492E+03  0.418645693975E+04  0.109214776825E-01  0.217852456796E+05  0.376905565764E+24  0.182731307278E+08  0.199568224214E+00
  0.625971218380E-02  0.909472644814E+00  0.905273551857E-01  0.352167324198E+03  0.418345239325E+04  0.109282456665E-01  0.217860855777E+05  0.377190800005E+24  0.182731307278E+08  0.199492056499E+00
  0.632230930565E-02  0.909620859625E+00  0.903791403754E-01  0.351950695828E+03  0.418047077404E+04  0.109349720860E-01  0.217869192875E+05  0.377474266809E+24  0.182731307278E+08  0.199416442151E+00
  0.638553239871E-02  0.909767886841E+00  0.902321131591E-01  0.351735679716E+03  0.417751212334E+04  0.109416566373E-01  0.217877467925E+05  0.377755953710E+24  0.182731307278E+08  0.199341382853E+00
  0.644938772271E-02  0.909913725533E+00  0.900862744672E-01  0.351522280136E+03  0.417457648167E+04  0.109482990184E-01  0.217885680760E+05  0.378035848318E+24  0.182731307278E+08  0.199266880271E+00
  0.651388159995E-02  0.910058374756E+00  0.899416252440E-01  0.351310501364E+03  0.417166388970E+04  0.109548989273E-01  0.217893831218E+05  0.378313938244E+24  0.182731307277E+08  0.199192936067E+00
  0.657902041596E-02  0.910201833585E+00  0.897981664146E-01  0.351100347633E+03  0.416877438757E+04  0.109614560637E-01  0.217901919135E+05  0.378590211164E+24  0.182731307277E+08  0.199119551888E+00
  0.664481062013E-02  0.910344101103E+00  0.896558988969E-01  0.350891823145E+03  0.416590801516E+04  0.109679701284E-01  0.217909944349E+05  0.378864654796E+24  0.182731307277E+08  0.199046729371E+00
  0.671125872634E-02  0.910485176395E+00  0.895148236051E-01  0.350684932078E+03  0.416306481211E+04  0.109744408228E-01  0.217917906700E+05  0.379137256897E+24  0.182731307277E+08  0.198974470143E+00
  0.677837131361E-02  0.910625058580E+00  0.893749414202E-01  0.350479678546E+03  0.416024481728E+04  0.109808678509E-01  0.217925806029E+05  0.379408005316E+24  0.182731307277E+08  0.198902775808E+00
  0.684615502676E-02  0.910763746771E+00  0.892362532287E-01  0.350276066648E+03  0.415744806948E+04  0.109872509172E-01  0.217933642179E+05  0.379676887931E+24  0.182731307277E+08  0.198831647964E+00
  0.691461657703E-02  0.910901240125E+00  0.890987598751E-01  0.350074100408E+03  0.415467460653E+04  0.109935897287E-01  0.217941414994E+05  0.379943892728E+24  0.182731307277E+08  0.198761088183E+00
  0.698376274281E-02  0.911037537795E+00  0.889624622053E-01  0.349873783827E+03  0.415192446617E+04  0.109998839937E-01  0.217949124321E+05  0.380209007731E+24  0.182731307277E+08  0.198691098026E+00
  0.705360037025E-02  0.911172638989E+00  0.888273610114E-01  0.349675120816E+03  0.414919768487E+04  0.110061334234E-01  0.217956770010E+05  0.380472221102E+24  0.182731307277E+08  0.198621679024E+00
  0.712413637396E-02  0.911306542913E+00  0.886934570871E-01  0.349478115261E+03  0.414649429901E+04  0.110123377301E-01  0.217964351910E+05  0.380733521040E+24  0.182731307277E+08  0.198552832698E+00
  0.719537773771E-02  0.911439248832E+00  0.885607511681E-01  0.349282770951E+03  0.414381434365E+04  0.110184966297E-01  0.217971869876E+05  0.380992895895E+24  0.182731307277E+08  0.198484560533E+00
  0.726733151510E-02  0.911570756017E+00  0.884292439829E-01  0.349089091638E+03  0.414115785355E+04  0.110246098395E-01  0.217979323763E+05  0.381250334075E+24  0.182731307277E+08  0.198416864002E+00
  0.734000483026E-02  0.911701063792E+00  0.882989362084E-01  0.348897080983E+03  0.413852486229E+04  0.110306770802E-01  0.217986713431E+05  0.381505824130E+24  0.182731307277E+08  0.198349744545E+00
  0.741340487857E-02  0.911830171505E+00  0.881698284947E-01  0.348706742585E+03  0.413591540274E+04  0.110366980748E-01  0.217994038740E+05  0.381759354706E+24  0.182731307277E+08  0.198283203578E+00
  0.748753892737E-02  0.911958078548E+00  0.880419214524E-01  0.348518079964E+03  0.413332950683E+04  0.110426725493E-01  0.218001299556E+05  0.382010914575E+24  0.182731307277E+08  0.198217242491E+00
  0.756241431665E-02  0.912084784360E+00  0.879152156403E-01  0.348331096545E+03  0.413076720529E+04  0.110486002333E-01  0.218008495747E+05  0.382260492656E+24  0.182731307276E+08  0.198151862637E+00
  0.763803845983E-02  0.912210288410E+00  0.877897115899E-01  0.348145795690E+03  0.412822852814E+04  0.110544808588E-01  0.218015627183E+05  0.382508077971E+24  0.182731307276E+08  0.198087065348E+00
  0.771441884444E-02  0.912334590237E+00  0.876654097626E-01  0.347962180640E+03  0.412571350381E+04  0.110603141625E-01  0.218022693739E+05  0.382753659730E+24  0.182731307276E+08  0.198022851912E+00
  0.779156303289E-02  0.912457689404E+00  0.875423105962E-01  0.347780254575E+03  0.412322216012E+04  0.110660998832E-01  0.218029695295E+05  0.382997227245E+24  0.182731307276E+08  0.197959223595E+00
  0.786947866323E-02  0.912579585558E+00  0.874204144418E-01  0.347600020530E+03  0.412075452295E+04  0.110718377654E-01  0.218036631731E+05  0.383238770048E+24  0.182731307276E+08  0.197896181611E+00
  0.794817344987E-02  0.912700278372E+00  0.872997216282E-01  0.347421481481E+03  0.411831061758E+04  0.110775275557E-01  0.218043502935E+05  0.383478277775E+24  0.182731307276E+08  0.197833727153E+00
  0.802765518438E-02  0.912819767609E+00  0.871802323907E-01  0.347244640251E+03  0.411589046723E+04  0.110831690066E-01  0.218050308796E+05  0.383715740300E+24  0.182731307276E+08  0.197771861359E+00
  0.810793173624E-02  0.912938053065E+00  0.870619469355E-01  0.347069499589E+03  0.411349409436E+04  0.110887618736E-01  0.218057049211E+05  0.383951147618E+24  0.182731307276E+08  0.197710585340E+00
  0.818901105361E-02  0.913055134622E+00  0.869448653785E-01  0.346896062095E+03  0.411112151942E+04  0.110943059177E-01  0.218063724077E+05  0.384184489960E+24  0.182731307276E+08  0.197649900155E+00
  0.827090116416E-02  0.913171012211E+00  0.868289877891E-01  0.346724330273E+03  0.410877276179E+04  0.110998009038E-01  0.218070333299E+05  0.384415757716E+24  0.182731307276E+08  0.197589806825E+00
  0.835361017581E-02  0.913285685844E+00  0.867143141557E-01  0.346554306487E+03  0.410644783898E+04  0.111052466020E-01  0.218076876786E+05  0.384644941498E+24  0.182731307276E+08  0.197530306324E+00
  0.843714627758E-02  0.913399155604E+00  0.866008443965E-01  0.346385992972E+03  0.410414676695E+04  0.111106427876E-01  0.218083354452E+05  0.384872032125E+24  0.182731307276E+08  0.197471399579E+00
  0.852151774036E-02  0.913511421639E+00  0.864885783615E-01  0.346219391838E+03  0.410186956006E+04  0.111159892405E-01  0.218089766216E+05  0.385097020620E+24  0.182731307276E+08  0.197413087472E+00
  0.860673291778E-02  0.913622484194E+00  0.863775158062E-01  0.346054505034E+03  0.409961623062E+04  0.111212857471E-01  0.218096112002E+05  0.385319898262E+24  0.182731307276E+08  0.197355370827E+00
  0.869280024696E-02  0.913732343569E+00  0.862676564307E-01  0.345891334398E+03  0.409738678961E+04  0.111265320978E-01  0.218102391741E+05  0.385540656515E+24  0.182731307276E+08  0.197298250429E+00
  0.877972824944E-02  0.913841000186E+00  0.861589998144E-01  0.345729881572E+03  0.409518124537E+04  0.111317280909E-01  0.218108605369E+05  0.385759287154E+24  0.182731307276E+08  0.197241726991E+00
  0.886752553195E-02  0.913948454512E+00  0.860515454883E-01  0.345570148093E+03  0.409299960511E+04  0.111368735285E-01  0.218114752827E+05  0.385975782130E+24  0.182731307275E+08  0.197185801191E+00
  0.895620078728E-02  0.914054707148E+00  0.859452928524E-01  0.345412135288E+03  0.409084187317E+04  0.111419682210E-01  0.218120834063E+05  0.386190133727E+24  0.182731307275E+08  0.197130473629E+00
  0.904576279516E-02  0.914159758746E+00  0.858402412537E-01  0.345255844373E+03  0.408870805262E+04  0.111470119833E-01  0.218126849032E+05  0.386402334420E+24  0.182731307275E+08  0.197075744868E+00
  0.913622042312E-02  0.914263610091E+00  0.857363899086E-01  0.345101276348E+03  0.408659814372E+04  0.111520046384E-01  0.218132797693E+05  0.386612377020E+24  0.182731307275E+08  0.197021615393E+00
  0.922758262736E-02  0.914366262034E+00  0.856337379658E-01  0.344948432087E+03  0.408451214514E+04  0.111569460144E-01  0.218138680014E+05  0.386820254563E+24  0.182731307275E+08  0.196968085641E+00
  0.931985845365E-02  0.914467715550E+00  0.855322844496E-01  0.344797312252E+03  0.408245005284E+04  0.111618359476E-01  0.218144495969E+05  0.387025960413E+24  0.182731307275E+08  0.196915155976E+00
  0.941305703819E-02  0.914567971703E+00  0.854320282967E-01  0.344647917349E+03  0.408041186080E+04  0.111666742807E-01  0.218150245539E+05  0.387229488200E+24  0.182731307275E+08  0.196862826707E+00
  0.950718760858E-02  0.914667031673E+00  0.853329683274E-01  0.344500247685E+03  0.407839756045E+04  0.111714608637E-01  0.218155928711E+05  0.387430831873E+24  0.182731307275E+08  0.196811098069E+00
  0.960225948468E-02  0.914764896747E+00  0.852351032526E-01  0.344354303379E+03  0.407640714079E+04  0.111761955543E-01  0.218161545482E+05  0.387629985693E+24  0.182731307275E+08  0.196759970230E+00
  0.969828207954E-02  0.914861568314E+00  0.851384316864E-01  0.344210084375E+03  0.407444058865E+04  0.111808782172E-01  0.218167095854E+05  0.387826944205E+24  0.182731307275E+08  0.196709443299E+00
  0.979526490034E-02  0.914957047905E+00  0.850429520947E-01  0.344067590376E+03  0.407249788767E+04  0.111855087262E-01  0.218172579838E+05  0.388021702346E+24  0.182731307275E+08  0.196659517294E+00
  0.989321754936E-02  0.915051337136E+00  0.849486628641E-01  0.343926820932E+03  0.407057901964E+04  0.111900869613E-01  0.218177997452E+05  0.388214255310E+24  0.182731307275E+08  0.196610192181E+00
  0.999214972486E-02  0.915144437784E+00  0.848555622165E-01  0.343787775328E+03  0.406868396282E+04  0.111946128127E-01  0.218183348721E+05  0.388404598716E+24  0.182731307275E+08  0.196561467832E+00
  0.100920712221E-01  0.915236351706E+00  0.847636482936E-01  0.343650452697E+03  0.406681269363E+04  0.111990861771E-01  0.218188633682E+05  0.388592728445E+24  0.182731307275E+08  0.196513344062E+00
  0.101929919343E-01  0.915327080928E+00  0.846729190716E-01  0.343514851899E+03  0.406496518492E+04  0.112035069612E-01  0.218193852376E+05  0.388778640811E+24  0.182731307275E+08  0.196465820590E+00
  0.102949218537E-01  0.915416627566E+00  0.845833724343E-01  0.343380971627E+03  0.406314140743E+04  0.112078750791E-01  0.218199004854E+05  0.388962332420E+24  0.182731307275E+08  0.196418897075E+00
  0.103978710722E-01  0.915504993896E+00  0.844950061039E-01  0.343248810308E+03  0.406134132843E+04  0.112121904548E-01  0.218204091177E+05  0.389143800303E+24  0.182731307275E+08  0.196372573082E+00
  0.105018497830E-01  0.915592182305E+00  0.844078176950E-01  0.343118366175E+03  0.405956491278E+04  0.112164530201E-01  0.218209111413E+05  0.389323041817E+24  0.182731307275E+08  0.196326848104E+00
  0.106068682808E-01  0.915678195335E+00  0.843218046645E-01  0.342989637202E+03  0.405781212190E+04  0.112206627172E-01  0.218214065639E+05  0.389500054742E+24  0.182731307274E+08  0.196281721544E+00
  0.107129369636E-01  0.915763035654E+00  0.842369643462E-01  0.342862621147E+03  0.405608291450E+04  0.112248194967E-01  0.218218953943E+05  0.389674837218E+24  0.182731307274E+08  0.196237192726E+00
  0.108200663333E-01  0.915846706073E+00  0.841532939271E-01  0.342737315521E+03  0.405437724611E+04  0.112289233190E-01  0.218223776420E+05  0.389847387790E+24  0.182731307274E+08  0.196193260887E+00
  0.109282669966E-01  0.915929209552E+00  0.840707904480E-01  0.342613717588E+03  0.405269506903E+04  0.112329741542E-01  0.218228533175E+05  0.390017705410E+24  0.182731307274E+08  0.196149925176E+00
  0.110375496666E-01  0.916010549194E+00  0.839894508064E-01  0.342491824370E+03  0.405103633245E+04  0.112369719821E-01  0.218233224324E+05  0.390185789433E+24  0.182731307274E+08  0.196107184653E+00
  0.111479251633E-01  0.916090728253E+00  0.839092717468E-01  0.342371632629E+03  0.404940098220E+04  0.112409167927E-01  0.218237849989E+05  0.390351639639E+24  0.182731307274E+08  0.196065038288E+00
  0.112594044149E-01  0.916169750130E+00  0.838302498703E-01  0.342253138883E+03  0.404778896100E+04  0.112448085856E-01  0.218242410306E+05  0.390515256212E+24  0.182731307274E+08  0.196023484962E+00
  0.113719984591E-01  0.916247618384E+00  0.837523816162E-01  0.342136339380E+03  0.404620020804E+04  0.112486473711E-01  0.218246905419E+05  0.390676639783E+24  0.182731307274E+08  0.195982523461E+00
  0.114857184437E-01  0.916324336714E+00  0.836756632861E-01  0.342021230133E+03  0.404463465948E+04  0.112524331693E-01  0.218251335481E+05  0.390835791379E+24  0.182731307274E+08  0.195942152486E+00
  0.116005756281E-01  0.916399908994E+00  0.836000910055E-01  0.341907806859E+03  0.404309224768E+04  0.112561660112E-01  0.218255700657E+05  0.390992712502E+24  0.182731307274E+08  0.195902370632E+00
  0.117165813844E-01  0.916474339233E+00  0.835256607666E-01  0.341796065047E+03  0.404157290203E+04  0.112598459377E-01  0.218260001121E+05  0.391147405050E+24  0.182731307274E+08  0.195863176413E+00
  0.118337471983E-01  0.916547631623E+00  0.834523683765E-01  0.341685999881E+03  0.404007654797E+04  0.112634730012E-01  0.218264237057E+05  0.391299871411E+24  0.182731307274E+08  0.195824568234E+00
  0.119520846703E-01  0.916619790494E+00  0.833802095057E-01  0.341577606307E+03  0.403860310790E+04  0.112670472639E-01  0.218268408662E+05  0.391450114379E+24  0.182731307274E+08  0.195786544416E+00
  0.120716055170E-01  0.916690820358E+00  0.833091796417E-01  0.341470878971E+03  0.403715250029E+04  0.112705687997E-01  0.218272516140E+05  0.391598137239E+24  0.182731307274E+08  0.195749103170E+00
  0.121923215722E-01  0.916760725873E+00  0.832392741272E-01  0.341365812267E+03  0.403572464040E+04  0.112740376928E-01  0.218276559708E+05  0.391743943697E+24  0.182731307274E+08  0.195712242620E+00
  0.123142447879E-01  0.916829511885E+00  0.831704881148E-01  0.341262400279E+03  0.403431943942E+04  0.112774540394E-01  0.218280539592E+05  0.391887537969E+24  0.182731307274E+08  0.195675960779E+00
  0.124373872358E-01  0.916897183384E+00  0.831028166161E-01  0.341160636848E+03  0.403293680542E+04  0.112808179458E-01  0.218284456031E+05  0.392028924683E+24  0.182731307274E+08  0.195640255570E+00
  0.125617611082E-01  0.916963745552E+00  0.830362544478E-01  0.341060515492E+03  0.403157664230E+04  0.112841295305E-01  0.218288309274E+05  0.392168108992E+24  0.182731307274E+08  0.195605124804E+00
  0.126873787192E-01  0.917029203717E+00  0.829707962833E-01  0.340962029486E+03  0.403023885078E+04  0.112873889223E-01  0.218292099579E+05  0.392305096465E+24  0.182731307274E+08  0.195570566204E+00
  0.128142525064E-01  0.917093563394E+00  0.829064366060E-01  0.340865171788E+03  0.402892332750E+04  0.112905962623E-01  0.218295827217E+05  0.392439893187E+24  0.182731307274E+08  0.195536577381E+00
  0.129423950315E-01  0.917156830255E+00  0.828431697450E-01  0.340769935095E+03  0.402762996572E+04  0.112937517022E-01  0.218299492469E+05  0.392572505686E+24  0.182731307274E+08  0.195503155850E+00
  0.130718189818E-01  0.917219010151E+00  0.827809898494E-01  0.340676311806E+03  0.402635865482E+04  0.112968554055E-01  0.218303095629E+05  0.392702940983E+24  0.182731307273E+08  0.195470299023E+00
  0.132025371717E-01  0.917280109101E+00  0.827198908986E-01  0.340584294034E+03  0.402510928046E+04  0.112999075470E-01  0.218306636999E+05  0.392831206575E+24  0.182731307273E+08  0.195438004206E+00
  0.133345625434E-01  0.917340133294E+00  0.826598667061E-01  0.340493873614E+03  0.402388172472E+04  0.113029083128E-01  0.218310116893E+05  0.392957310424E+24  0.182731307273E+08  0.195406268609E+00
  0.134679081688E-01  0.917399089101E+00  0.826009108993E-01  0.340405042071E+03  0.402267586567E+04  0.113058579013E-01  0.218313535639E+05  0.393081261003E+24  0.182731307273E+08  0.195375089330E+00
  0.136025872505E-01  0.917456983042E+00  0.825430169575E-01  0.340317790677E+03  0.402149157812E+04  0.113087565210E-01  0.218316893572E+05  0.393203067215E+24  0.182731307273E+08  0.195344463376E+00
  0.137386131231E-01  0.917513821848E+00  0.824861781521E-01  0.340232110368E+03  0.402032873240E+04  0.113116043938E-01  0.218320191040E+05  0.393322738515E+24  0.182731307273E+08  0.195314387636E+00
  0.138759992543E-01  0.917569612379E+00  0.824303876205E-01  0.340147991844E+03  0.401918719593E+04  0.113144017511E-01  0.218323428402E+05  0.393440284762E+24  0.182731307273E+08  0.195284858912E+00
  0.140147592469E-01  0.917624361713E+00  0.823756382869E-01  0.340065425458E+03  0.401806683152E+04  0.113171488379E-01  0.218326606029E+05  0.393555716378E+24  0.182731307273E+08  0.195255873885E+00
  0.141549068393E-01  0.917678077055E+00  0.823219229446E-01  0.339984401336E+03  0.401696749911E+04  0.113198459089E-01  0.218329724301E+05  0.393669044182E+24  0.182731307273E+08  0.195227429153E+00
  0.142964559077E-01  0.917730765821E+00  0.822692341791E-01  0.339904909267E+03  0.401588905419E+04  0.113224932315E-01  0.218332783610E+05  0.393780279543E+24  0.182731307273E+08  0.195199521193E+00
  0.144394204668E-01  0.917782435560E+00  0.822175644398E-01  0.339826938802E+03  0.401483134924E+04  0.113250910834E-01  0.218335784360E+05  0.393889434238E+24  0.182731307273E+08  0.195172146399E+00
  0.145838146715E-01  0.917833094021E+00  0.821669059792E-01  0.339750479172E+03  0.401379423253E+04  0.113276397547E-01  0.218338726963E+05  0.393996520571E+24  0.182731307273E+08  0.195145301049E+00
  0.147296528182E-01  0.917882749095E+00  0.821172509054E-01  0.339675519358E+03  0.401277754913E+04  0.113301395456E-01  0.218341611846E+05  0.394101551272E+24  0.182731307273E+08  0.195118981334E+00
  0.148769493464E-01  0.917931408859E+00  0.820685911406E-01  0.339602048039E+03  0.401178114015E+04  0.113325907684E-01  0.218344439442E+05  0.394204539573E+24  0.182731307273E+08  0.195093183334E+00
