#--------------------------#
# x [m]  X_O  X_O2_1  X_O2_2  X_O2_3  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.403231856813E-10  0.500000240840E-01  0.949999765337E+00  0.195895969886E-06  0.146829310286E-07  0.894512274041E+03  0.138338599045E+05  0.349571946222E-01  0.128877121801E+06  0.674759756023E+24  0.134601083637E+08  0.368889004144E+00
  0.407364175381E-10  0.500000243308E-01  0.949999762932E+00  0.197903510826E-06  0.148334015699E-07  0.894512272575E+03  0.138338598850E+05  0.349571946796E-01  0.128877121847E+06  0.674759757214E+24  0.134601083637E+08  0.368889003804E+00
  0.411537817135E-10  0.500000245801E-01  0.949999760503E+00  0.199931127173E-06  0.149853768170E-07  0.894512271094E+03  0.138338598653E+05  0.349571947374E-01  0.128877121894E+06  0.674759758418E+24  0.134601083637E+08  0.368889003461E+00
  0.415753195306E-10  0.500000248319E-01  0.949999758050E+00  0.201979019680E-06  0.151388718171E-07  0.894512269598E+03  0.138338598454E+05  0.349571947959E-01  0.128877121940E+06  0.674759759633E+24  0.134601083637E+08  0.368889003115E+00
  0.420010727260E-10  0.500000250862E-01  0.949999755573E+00  0.204047391110E-06  0.152939017676E-07  0.894512268088E+03  0.138338598253E+05  0.349571948549E-01  0.128877121988E+06  0.674759760861E+24  0.134601083637E+08  0.368889002765E+00
  0.424310834532E-10  0.500000253430E-01  0.949999753070E+00  0.206136446252E-06  0.154504820181E-07  0.894512266562E+03  0.138338598050E+05  0.349571949145E-01  0.128877122035E+06  0.674759762100E+24  0.134601083637E+08  0.368889002412E+00
  0.428653942877E-10  0.500000256024E-01  0.949999750543E+00  0.208246391942E-06  0.156086280716E-07  0.894512265021E+03  0.138338597845E+05  0.349571949748E-01  0.128877122084E+06  0.674759763353E+24  0.134601083637E+08  0.368889002055E+00
  0.433040482306E-10  0.500000258644E-01  0.949999747990E+00  0.210377437086E-06  0.157683555860E-07  0.894512263464E+03  0.138338597638E+05  0.349571950356E-01  0.128877122132E+06  0.674759764617E+24  0.134601083637E+08  0.368889001694E+00
  0.437470887129E-10  0.500000261290E-01  0.949999745412E+00  0.212529792678E-06  0.159296803761E-07  0.894512261892E+03  0.138338597429E+05  0.349571950970E-01  0.128877122181E+06  0.674759765895E+24  0.134601083637E+08  0.368889001330E+00
  0.441945596001E-10  0.500000263963E-01  0.949999742807E+00  0.214703671824E-06  0.160926184147E-07  0.894512260304E+03  0.138338597217E+05  0.349571951591E-01  0.128877122231E+06  0.674759767185E+24  0.134601083637E+08  0.368889000963E+00
  0.446465051961E-10  0.500000266662E-01  0.949999740177E+00  0.216899289757E-06  0.162571858341E-07  0.894512258701E+03  0.138338597004E+05  0.349571952217E-01  0.128877122281E+06  0.674759768488E+24  0.134601083637E+08  0.368889000591E+00
  0.451029702480E-10  0.500000269389E-01  0.949999737521E+00  0.219116863867E-06  0.164233989282E-07  0.894512257081E+03  0.138338596789E+05  0.349571952850E-01  0.128877122332E+06  0.674759769804E+24  0.134601083637E+08  0.368889000216E+00
  0.455639999505E-10  0.500000272142E-01  0.949999734838E+00  0.221356613715E-06  0.165912741538E-07  0.894512255445E+03  0.138338596571E+05  0.349571953490E-01  0.128877122383E+06  0.674759771133E+24  0.134601083637E+08  0.368888999837E+00
  0.460296399500E-10  0.500000274923E-01  0.949999732128E+00  0.223618761058E-06  0.167608281322E-07  0.894512253793E+03  0.138338596351E+05  0.349571954135E-01  0.128877122435E+06  0.674759772476E+24  0.134601083637E+08  0.368888999455E+00
  0.464999363495E-10  0.500000277732E-01  0.949999729391E+00  0.225903529872E-06  0.169320776510E-07  0.894512252124E+03  0.138338596129E+05  0.349571954787E-01  0.128877122487E+06  0.674759773832E+24  0.134601083637E+08  0.368888999068E+00
  0.469749357130E-10  0.500000280569E-01  0.949999726627E+00  0.228211146369E-06  0.171050396655E-07  0.894512250439E+03  0.138338595905E+05  0.349571955446E-01  0.128877122539E+06  0.674759775201E+24  0.134601083637E+08  0.368888998678E+00
  0.474546850701E-10  0.500000283435E-01  0.949999723835E+00  0.230541839029E-06  0.172797313007E-07  0.894512248737E+03  0.138338595679E+05  0.349571956111E-01  0.128877122593E+06  0.674759776585E+24  0.134601083637E+08  0.368888998284E+00
  0.479392319208E-10  0.500000286329E-01  0.949999721015E+00  0.232895838611E-06  0.174561698529E-07  0.894512247017E+03  0.138338595450E+05  0.349571956783E-01  0.128877122646E+06  0.674759777982E+24  0.134601083637E+08  0.368888997886E+00
  0.484286242400E-10  0.500000289252E-01  0.949999718167E+00  0.235273378186E-06  0.176343727912E-07  0.894512245281E+03  0.138338595219E+05  0.349571957462E-01  0.128877122701E+06  0.674759779393E+24  0.134601083637E+08  0.368888997484E+00
  0.489229104824E-10  0.500000292204E-01  0.949999715291E+00  0.237674693152E-06  0.178143577594E-07  0.894512243527E+03  0.138338594986E+05  0.349571958147E-01  0.128877122756E+06  0.674759780818E+24  0.134601083637E+08  0.368888997078E+00
  0.494221395873E-10  0.500000295186E-01  0.949999712385E+00  0.240100021265E-06  0.179961425780E-07  0.894512241756E+03  0.138338594750E+05  0.349571958840E-01  0.128877122811E+06  0.674759782257E+24  0.134601083637E+08  0.368888996667E+00
  0.499263609831E-10  0.500000298198E-01  0.949999709451E+00  0.242549602655E-06  0.181797452454E-07  0.894512239966E+03  0.138338594512E+05  0.349571959539E-01  0.128877122867E+06  0.674759783711E+24  0.134601083637E+08  0.368888996253E+00
  0.504356245930E-10  0.500000301239E-01  0.949999706487E+00  0.245023679855E-06  0.183651839402E-07  0.894512238159E+03  0.138338594271E+05  0.349571960245E-01  0.128877122923E+06  0.674759785179E+24  0.134601083637E+08  0.368888995835E+00
  0.509499808389E-10  0.500000304311E-01  0.949999703494E+00  0.247522497823E-06  0.185524770225E-07  0.894512236334E+03  0.138338594029E+05  0.349571960958E-01  0.128877122981E+06  0.674759786663E+24  0.134601083637E+08  0.368888995412E+00
  0.514694806473E-10  0.500000307414E-01  0.949999700471E+00  0.250046303966E-06  0.187416430364E-07  0.894512234491E+03  0.138338593783E+05  0.349571961679E-01  0.128877123038E+06  0.674759788160E+24  0.134601083637E+08  0.368888994985E+00
  0.519941754538E-10  0.500000310548E-01  0.949999697417E+00  0.252595348167E-06  0.189327007111E-07  0.894512232629E+03  0.138338593536E+05  0.349571962406E-01  0.128877123096E+06  0.674759789673E+24  0.134601083637E+08  0.368888994554E+00
  0.525241172083E-10  0.500000313713E-01  0.949999694333E+00  0.255169882805E-06  0.191256689632E-07  0.894512230749E+03  0.138338593286E+05  0.349571963141E-01  0.128877123155E+06  0.674759791201E+24  0.134601083637E+08  0.368888994119E+00
  0.530593583804E-10  0.500000316910E-01  0.949999691218E+00  0.257770162786E-06  0.193205668986E-07  0.894512228850E+03  0.138338593033E+05  0.349571963883E-01  0.128877123215E+06  0.674759792744E+24  0.134601083637E+08  0.368888993679E+00
  0.535999519642E-10  0.500000320139E-01  0.949999688072E+00  0.260396445562E-06  0.195174138140E-07  0.894512226932E+03  0.138338592778E+05  0.349571964633E-01  0.128877123275E+06  0.674759794303E+24  0.134601083637E+08  0.368888993235E+00
  0.541459514838E-10  0.500000323400E-01  0.949999684895E+00  0.263048991161E-06  0.197162291994E-07  0.894512224994E+03  0.138338592520E+05  0.349571965390E-01  0.128877123335E+06  0.674759795877E+24  0.134601083637E+08  0.368888992786E+00
  0.546974109987E-10  0.500000326694E-01  0.949999681686E+00  0.265728062211E-06  0.199170327394E-07  0.894512223037E+03  0.138338592260E+05  0.349571966155E-01  0.128877123396E+06  0.674759797467E+24  0.134601083637E+08  0.368888992333E+00
  0.552543851086E-10  0.500000330021E-01  0.949999678444E+00  0.268433923968E-06  0.201198443156E-07  0.894512221061E+03  0.138338591997E+05  0.349571966927E-01  0.128877123458E+06  0.674759799073E+24  0.134601083637E+08  0.368888991875E+00
  0.558169289597E-10  0.500000333380E-01  0.949999675170E+00  0.271166844337E-06  0.203246840083E-07  0.894512219065E+03  0.138338591731E+05  0.349571967707E-01  0.128877123521E+06  0.674759800695E+24  0.134601083637E+08  0.368888991413E+00
  0.563850982493E-10  0.500000336774E-01  0.949999671864E+00  0.273927093905E-06  0.205315720987E-07  0.894512217049E+03  0.138338591463E+05  0.349571968495E-01  0.128877123584E+06  0.674759802333E+24  0.134601083637E+08  0.368888990946E+00
  0.569589492318E-10  0.500000340201E-01  0.949999668524E+00  0.276714945964E-06  0.207405290709E-07  0.894512215013E+03  0.138338591192E+05  0.349571969291E-01  0.128877123647E+06  0.674759803988E+24  0.134601083637E+08  0.368888990475E+00
  0.575385387241E-10  0.500000343663E-01  0.949999665151E+00  0.279530676538E-06  0.209515756137E-07  0.894512212956E+03  0.138338590919E+05  0.349571970094E-01  0.128877123712E+06  0.674759805659E+24  0.134601083637E+08  0.368888989998E+00
  0.581239241114E-10  0.500000347160E-01  0.949999661745E+00  0.282374564412E-06  0.211647326227E-07  0.894512210879E+03  0.138338590642E+05  0.349571970906E-01  0.128877123777E+06  0.674759807347E+24  0.134601083637E+08  0.368888989518E+00
  0.587151633525E-10  0.500000350691E-01  0.949999658304E+00  0.285246891161E-06  0.213800212027E-07  0.894512208781E+03  0.138338590363E+05  0.349571971726E-01  0.128877123842E+06  0.674759809052E+24  0.134601083637E+08  0.368888989032E+00
  0.593123149860E-10  0.500000354258E-01  0.949999654829E+00  0.288147941171E-06  0.215974626694E-07  0.894512206662E+03  0.138338590081E+05  0.349571972554E-01  0.128877123908E+06  0.674759810773E+24  0.134601083637E+08  0.368888988541E+00
  0.599154381359E-10  0.500000357860E-01  0.949999651319E+00  0.291078001676E-06  0.218170785517E-07  0.894512204522E+03  0.138338589797E+05  0.349571973390E-01  0.128877123975E+06  0.674759812512E+24  0.134601083637E+08  0.368888988046E+00
  0.605245925172E-10  0.500000361498E-01  0.949999647774E+00  0.294037362780E-06  0.220388905937E-07  0.894512202361E+03  0.138338589509E+05  0.349571974235E-01  0.128877124043E+06  0.674759814269E+24  0.134601083637E+08  0.368888987545E+00
  0.611398384424E-10  0.500000365173E-01  0.949999644193E+00  0.297026317490E-06  0.222629207571E-07  0.894512200178E+03  0.138338589219E+05  0.349571975088E-01  0.128877124111E+06  0.674759816042E+24  0.134601083637E+08  0.368888987039E+00
  0.617612368268E-10  0.500000368884E-01  0.949999640577E+00  0.300045161741E-06  0.224891912231E-07  0.894512197973E+03  0.138338588926E+05  0.349571975950E-01  0.128877124180E+06  0.674759817834E+24  0.134601083637E+08  0.368888986529E+00
  0.623888491951E-10  0.500000372633E-01  0.949999636925E+00  0.303094194428E-06  0.227177243948E-07  0.894512195746E+03  0.138338588629E+05  0.349571976820E-01  0.128877124250E+06  0.674759819644E+24  0.134601083637E+08  0.368888986013E+00
  0.630227376871E-10  0.500000376419E-01  0.949999633236E+00  0.306173717437E-06  0.229485428991E-07  0.894512193497E+03  0.138338588330E+05  0.349571977699E-01  0.128877124320E+06  0.674759821471E+24  0.134601083637E+08  0.368888985492E+00
  0.636629650639E-10  0.500000380243E-01  0.949999629510E+00  0.309284035669E-06  0.231816695896E-07  0.894512191225E+03  0.138338588028E+05  0.349571978587E-01  0.128877124391E+06  0.674759823317E+24  0.134601083637E+08  0.368888984966E+00
  0.643095947146E-10  0.500000384105E-01  0.949999625747E+00  0.312425457077E-06  0.234171275480E-07  0.894512188931E+03  0.138338587723E+05  0.349571979483E-01  0.128877124463E+06  0.674759825182E+24  0.134601083637E+08  0.368888984435E+00
  0.649626906617E-10  0.500000388006E-01  0.949999621946E+00  0.315598292693E-06  0.236549400871E-07  0.894512186613E+03  0.138338587414E+05  0.349571980389E-01  0.128877124535E+06  0.674759827065E+24  0.134601083637E+08  0.368888983898E+00
  0.656223175683E-10  0.500000391946E-01  0.949999618107E+00  0.318802856658E-06  0.238951307526E-07  0.894512184273E+03  0.138338587103E+05  0.349571981304E-01  0.128877124608E+06  0.674759828967E+24  0.134601083637E+08  0.368888983356E+00
  0.662885407440E-10  0.500000395925E-01  0.949999614230E+00  0.322039466256E-06  0.241377233259E-07  0.894512181909E+03  0.138338586789E+05  0.349571982227E-01  0.128877124682E+06  0.674759830888E+24  0.134601083637E+08  0.368888982809E+00
  0.669614261515E-10  0.500000399944E-01  0.949999610314E+00  0.325308441944E-06  0.243827418261E-07  0.894512179521E+03  0.138338586471E+05  0.349571983160E-01  0.128877124757E+06  0.674759832828E+24  0.134601083637E+08  0.368888982256E+00
  0.676410404130E-10  0.500000404003E-01  0.949999606359E+00  0.328610107381E-06  0.246302105124E-07  0.894512177110E+03  0.138338586150E+05  0.349571984103E-01  0.128877124832E+06  0.674759834787E+24  0.134601083637E+08  0.368888981698E+00
  0.683274508171E-10  0.500000408103E-01  0.949999602365E+00  0.331944789466E-06  0.248801538868E-07  0.894512174674E+03  0.138338585826E+05  0.349571985055E-01  0.128877124909E+06  0.674759836766E+24  0.134601083637E+08  0.368888981134E+00
  0.690207253253E-10  0.500000412244E-01  0.949999598330E+00  0.335312818364E-06  0.251325966962E-07  0.894512172214E+03  0.138338585499E+05  0.349571986016E-01  0.128877124986E+06  0.674759838765E+24  0.134601083637E+08  0.368888980564E+00
  0.697209325785E-10  0.500000416426E-01  0.949999594255E+00  0.338714527544E-06  0.253875639348E-07  0.894512169730E+03  0.138338585168E+05  0.349571986987E-01  0.128877125063E+06  0.674759840784E+24  0.134601083637E+08  0.368888979989E+00
  0.704281419043E-10  0.500000420650E-01  0.949999590140E+00  0.342150253808E-06  0.256450808471E-07  0.894512167220E+03  0.138338584835E+05  0.349571987968E-01  0.128877125142E+06  0.674759842823E+24  0.134601083637E+08  0.368888979408E+00
  0.711424233234E-10  0.500000424916E-01  0.949999585983E+00  0.345620337327E-06  0.259051729298E-07  0.894512164686E+03  0.138338584497E+05  0.349571988958E-01  0.128877125221E+06  0.674759844882E+24  0.134601083637E+08  0.368888978821E+00
  0.718638475566E-10  0.500000429225E-01  0.949999581785E+00  0.349125121673E-06  0.261678659347E-07  0.894512162126E+03  0.138338584157E+05  0.349571989958E-01  0.128877125301E+06  0.674759846963E+24  0.134601083637E+08  0.368888978228E+00
  0.725924860322E-10  0.500000433577E-01  0.949999577544E+00  0.352664953855E-06  0.264331858709E-07  0.894512159541E+03  0.138338583813E+05  0.349571990969E-01  0.128877125382E+06  0.674759849063E+24  0.134601083637E+08  0.368888977629E+00
  0.733284108925E-10  0.500000437972E-01  0.949999573261E+00  0.356240184350E-06  0.267011590078E-07  0.894512156930E+03  0.138338583466E+05  0.349571991989E-01  0.128877125463E+06  0.674759851185E+24  0.134601083637E+08  0.368888977025E+00
  0.740716950014E-10  0.500000442412E-01  0.949999568936E+00  0.359851167142E-06  0.269718118775E-07  0.894512154292E+03  0.138338583115E+05  0.349571993020E-01  0.128877125546E+06  0.674759853328E+24  0.134601083637E+08  0.368888976414E+00
  0.748224119514E-10  0.500000446896E-01  0.949999564567E+00  0.363498259753E-06  0.272451712773E-07  0.894512151628E+03  0.138338582760E+05  0.349571994061E-01  0.128877125629E+06  0.674759855493E+24  0.134601083637E+08  0.368888975797E+00
  0.755806360709E-10  0.500000451424E-01  0.949999560154E+00  0.367181823282E-06  0.275212642726E-07  0.894512148938E+03  0.138338582402E+05  0.349571995112E-01  0.128877125713E+06  0.674759857679E+24  0.134601083637E+08  0.368888975174E+00
  0.763464424316E-10  0.500000455998E-01  0.949999555698E+00  0.370902222437E-06  0.278001181992E-07  0.894512146221E+03  0.138338582041E+05  0.349571996174E-01  0.128877125798E+06  0.674759859887E+24  0.134601083637E+08  0.368888974545E+00
  0.771199068560E-10  0.500000460618E-01  0.949999551197E+00  0.374659825575E-06  0.280817606667E-07  0.894512143476E+03  0.138338581676E+05  0.349571997247E-01  0.128877125884E+06  0.674759862117E+24  0.134601083637E+08  0.368888973909E+00
  0.779011059245E-10  0.500000465284E-01  0.949999546650E+00  0.378455004735E-06  0.283662195603E-07  0.894512140704E+03  0.138338581307E+05  0.349571998330E-01  0.128877125971E+06  0.674759864370E+24  0.134601083637E+08  0.368888973268E+00
  0.786901169838E-10  0.500000469997E-01  0.949999542059E+00  0.382288135677E-06  0.286535230445E-07  0.894512137905E+03  0.138338580935E+05  0.349571999424E-01  0.128877126058E+06  0.674759866644E+24  0.134601083637E+08  0.368888972619E+00
  0.794870181536E-10  0.500000474756E-01  0.949999537421E+00  0.386159597919E-06  0.289436995651E-07  0.894512135077E+03  0.138338580559E+05  0.349572000529E-01  0.128877126147E+06  0.674759868942E+24  0.134601083637E+08  0.368888971964E+00
  0.802918883351E-10  0.500000479564E-01  0.949999532737E+00  0.390069774773E-06  0.292367778525E-07  0.894512132221E+03  0.138338580179E+05  0.349572001645E-01  0.128877126236E+06  0.674759871263E+24  0.134601083637E+08  0.368888971303E+00
  0.811048072185E-10  0.500000484419E-01  0.949999528006E+00  0.394019053386E-06  0.295327869244E-07  0.894512129337E+03  0.138338579795E+05  0.349572002772E-01  0.128877126326E+06  0.674759873607E+24  0.134601083637E+08  0.368888970635E+00
  0.819258552907E-10  0.500000489323E-01  0.949999523228E+00  0.398007824775E-06  0.298317560888E-07  0.894512126423E+03  0.138338579407E+05  0.349572003911E-01  0.128877126417E+06  0.674759875974E+24  0.134601083637E+08  0.368888969961E+00
  0.827551138436E-10  0.500000494276E-01  0.949999518402E+00  0.402036483868E-06  0.301337149465E-07  0.894512123481E+03  0.138338579016E+05  0.349572005061E-01  0.128877126509E+06  0.674759878365E+24  0.134601083637E+08  0.368888969279E+00
  0.835926649820E-10  0.500000499278E-01  0.949999513528E+00  0.406105429541E-06  0.304386933946E-07  0.894512120509E+03  0.138338578621E+05  0.349572006222E-01  0.128877126602E+06  0.674759880780E+24  0.134601083637E+08  0.368888968591E+00
