#--------------------------#
# x [m]  X_O  X_O2_1  X_O2_2  X_O2_3  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.256192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.256292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.256392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.256492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.256592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.256692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.256792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.256892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.256992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.257992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.258992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.259992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.260992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.261992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.262992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.263992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.264992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.265992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.266992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
